,name,publisher,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,publisher_counts
8485,Jack Keane,Other,53,27,"20,000 .. 50,000",168,0,168,0,999,999,0,9
8486,Sevgilim Olur musun ?,Other,383,186,"20,000 .. 50,000",70,0,102,0,0,0,0,5
8487,Alien Zombie Megadeath,Other,49,18,"20,000 .. 50,000",0,0,0,0,499,499,0,2
8488,Adventurezator: When Pigs Fly,Degica,68,30,"20,000 .. 50,000",49,0,49,0,1999,1999,0,97
8489,Gleaner Heights,Other,192,80,"20,000 .. 50,000",28,0,28,0,999,999,0,4
8490,Beyond Gravity,Other,780,101,"20,000 .. 50,000",106,0,124,0,199,199,0,1
8491,Desert Ashes,Other,41,32,"20,000 .. 50,000",155,0,167,0,499,499,0,2
8492,Tomb of Tyrants,Other,233,46,"20,000 .. 50,000",297,0,297,0,799,799,0,1
8493,Cast of the Seven Godsends - Redux,Other,95,56,"20,000 .. 50,000",242,0,244,0,999,999,0,1
8494,Nancy Drew: The Secret of Shadow Ranch,HeR Interactive,29,3,"20,000 .. 50,000",0,0,0,0,999,999,0,33
8495,CALENDULA,Other,255,76,"20,000 .. 50,000",105,0,105,0,699,699,0,1
8496,Blast Brawl 2,Other,14,0,"20,000 .. 50,000",0,0,0,0,999,999,0,1
8497,FATE: Undiscovered Realms,Other,155,56,"20,000 .. 50,000",173,0,188,0,799,799,0,4
8498,Hide Or Die,Other,928,588,"20,000 .. 50,000",3057,0,3789,0,1999,1999,0,1
8499,Old School Musical,Dear Villagers,467,41,"20,000 .. 50,000",242,0,242,0,1299,1299,0,20
8500,Ideology in Friction,Kagura Games,755,84,"20,000 .. 50,000",0,0,0,0,2499,2499,0,41
8501,Gnomes Garden 2,8Floor,91,5,"20,000 .. 50,000",290,0,319,0,499,499,0,39
8502,Train Station Renovation - First Job,Other,376,57,"20,000 .. 50,000",0,0,0,0,0,0,0,3
8503,Nancy Drew: Message in a Haunted Mansion,HeR Interactive,34,10,"20,000 .. 50,000",0,0,0,0,999,999,0,33
8504,Mountain Crime: Requital,Alawar Entertainment,284,37,"20,000 .. 50,000",269,0,323,0,299,299,0,77
8505,Chris Sawyer's Locomotion,Other,279,62,"20,000 .. 50,000",58,0,109,0,599,599,0,16
8506,Life in Bunker,Other,177,115,"20,000 .. 50,000",382,0,382,0,1599,1599,0,3
8507,Hammer Heads Deluxe,"PopCap Games, Inc.",40,5,"20,000 .. 50,000",84,0,84,0,0,0,0,20
8508,Little Big Adventure - Enhanced Edition,Other,157,35,"20,000 .. 50,000",0,0,0,0,599,599,0,10
8509,Survival Is Not Enough,Other,19,33,"20,000 .. 50,000",291,0,270,0,499,499,0,1
8510,Onion Force,Other,52,12,"20,000 .. 50,000",212,0,327,0,499,499,0,1
8511,Missileman Origins,Other,12,2,"20,000 .. 50,000",246,0,254,0,199,199,0,2
8512,Machine Learning: Episode I,Other,31,17,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8513,Block Story,Other,500,188,"20,000 .. 50,000",0,0,0,0,299,299,0,1
8514,Pixel Puzzles Mosaics,Other,34,5,"20,000 .. 50,000",238,0,238,0,499,499,0,13
8515,Wanba Warriors,Other,675,60,"20,000 .. 50,000",75,0,75,0,499,499,0,7
8516,KNIGHTS,Other,547,25,"20,000 .. 50,000",2,0,2,0,99,99,0,2
8517,Receiver 2,Other,994,127,"20,000 .. 50,000",642,0,642,0,1999,1999,0,4
8518,The Secret of Pineview Forest,United Independent Entertainment GmbH,59,46,"20,000 .. 50,000",45,0,45,0,0,0,0,55
8519,Nancy Drew: Secret of the Old Clock,HeR Interactive,61,5,"20,000 .. 50,000",177,0,177,0,699,699,0,33
8520,Orczz,Other,8,8,"20,000 .. 50,000",126,0,126,0,299,299,0,2
8521,Crystalline,Other,1056,45,"20,000 .. 50,000",0,0,0,0,1999,1999,0,4
8522,Jelly in the sky,Other,63,60,"20,000 .. 50,000",0,0,0,0,599,599,0,3
8523,Age of Barbarian Extended Cut,Other,457,128,"20,000 .. 50,000",747,0,747,0,1299,1299,0,2
8524,Night Trap - 25th Anniversary Edition,Other,93,19,"20,000 .. 50,000",0,0,0,0,1499,1499,0,3
8525,Tower!3D Pro,Other,336,195,"20,000 .. 50,000",0,0,0,0,4999,4999,0,4
8526,Boiling Steel: Preface,Other,80,22,"20,000 .. 50,000",0,0,0,0,0,0,0,4
8527,Braveland Wizard,Other,244,75,"20,000 .. 50,000",0,0,0,0,799,799,0,5
8528,Flower Design,Other,72,26,"20,000 .. 50,000",244,0,254,0,199,199,0,5
8529,Star Story: The Horizon Escape,Other,131,23,"20,000 .. 50,000",0,0,0,0,1499,1499,0,3
8530,Usotsuki Game / 谎言游戏,Other,185,59,"20,000 .. 50,000",0,0,0,0,199,199,0,5
8531,Nancy Drew: Warnings at Waverly Academy,HeR Interactive,88,11,"20,000 .. 50,000",917,0,917,0,699,699,0,33
8532,The Metronomicon: Slay The Dance Floor,Other,266,34,"20,000 .. 50,000",0,0,0,0,1999,1999,0,10
8533,Envoy of Nezphere,Other,10,13,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8534,fullybroKEN - A Unique Mix of 4X / Post-Apocalypse / RPG / Roguelike,Other,2,0,"20,000 .. 50,000",0,0,0,0,1299,1299,0,1
8535,SimpleRockets 2,Other,783,71,"20,000 .. 50,000",7,0,7,0,1499,1499,0,3
8536,The UnderGarden,Other,50,25,"20,000 .. 50,000",0,0,0,0,699,699,0,11
8537,Gridrunner Revolution,Other,42,10,"20,000 .. 50,000",0,0,0,0,999,999,0,2
8538,1849,Other,218,89,"20,000 .. 50,000",0,0,0,0,1499,1499,0,1
8539,R-Type Dimensions EX,Other,147,14,"20,000 .. 50,000",0,0,0,0,1499,1499,0,2
8540,Gum Guy,Other,12,7,"20,000 .. 50,000",444,0,453,0,399,399,0,1
8541,The Battles of Spwak 3,Other,6,2,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8542,The Game of Life,Other,29,49,"20,000 .. 50,000",0,0,0,0,999,999,0,4
8543,Ascendant,Other,151,39,"20,000 .. 50,000",234,0,234,0,0,0,0,1
8544,Elven Legacy: Magic,1C Entertainment,12,3,"20,000 .. 50,000",0,0,0,0,199,199,0,97
8545,Defense Clicker,Other,77,32,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8546,Oh Trap!,Other,53,17,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8547,President Erect VR,Other,59,21,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8548,Supercharged Robot VULKAISER,Other,229,12,"20,000 .. 50,000",134,0,134,0,499,499,0,18
8549,Rogue Operatives Hide and Seek,Other,92,39,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8550,Magic Technology,Other,29,7,"20,000 .. 50,000",382,0,380,0,299,299,0,1
8551,Geology Business,Other,35,32,"20,000 .. 50,000",0,0,0,0,0,0,0,2
8552,Faerie Solitaire,Other,2232,219,"20,000 .. 50,000",451,0,484,0,999,999,0,3
8553,Last Knight: Rogue Rider Edition,Other,176,36,"20,000 .. 50,000",136,0,163,0,799,799,0,1
8554,Ymir,Other,535,153,"20,000 .. 50,000",275,0,275,0,3499,3499,0,1
8555,Heroes of the Monkey Tavern,Other,219,73,"20,000 .. 50,000",0,0,0,0,999,999,0,1
8556,真龙主宰,Other,20,41,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8557,Watchmen: The End is Nigh Part 2,Warner Bros. Interactive Entertainment,96,56,"20,000 .. 50,000",201,0,201,0,499,499,0,29
8558,Adventures of Pip,Other,193,24,"20,000 .. 50,000",38,0,38,0,1499,1499,0,1
8559,Solitaire Beach Season,8Floor,34,16,"20,000 .. 50,000",321,0,324,0,499,499,0,39
8560,Hyper Bounce Blast,Funbox Media Ltd,76,4,"20,000 .. 50,000",338,0,357,0,499,499,0,38
8561,Jay Fighter: Remastered,Other,118,41,"20,000 .. 50,000",16,0,31,0,0,0,0,1
8562,My Car,RewindApp,269,119,"20,000 .. 50,000",16,0,16,0,99,99,0,64
8563,Hedon,Other,501,33,"20,000 .. 50,000",527,0,578,0,999,999,0,1
8564,Forgotton Anne,Square Enix,986,89,"20,000 .. 50,000",1077,0,1273,0,1999,1999,0,116
8565,TASTEE: Lethal Tactics,Other,184,40,"20,000 .. 50,000",292,0,420,0,1499,1499,0,2
8566,Selenophobia,Paradise Project,124,45,"20,000 .. 50,000",0,0,0,0,199,199,0,24
8567,Ghostman: The Council Calamity,Other,3,0,"20,000 .. 50,000",0,0,0,0,99,99,0,1
8568,FlyingRock: Arena,Other,26,19,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8569,Sledgehammer / Gear Grinder,Buka Entertainment,70,27,"20,000 .. 50,000",0,0,0,0,799,799,0,67
8570,Märchen Forest: Mylne and the Forest Gift,Other,264,49,"20,000 .. 50,000",0,0,0,0,999,999,0,1
8571,Forest Harvester Simulator,Other,7,18,"20,000 .. 50,000",0,0,0,0,999,999,0,12
8572,You Are Not a Banana: Better Edition,Other,88,49,"20,000 .. 50,000",289,0,341,0,99,99,0,1
8573,Ant War: Domination,Other,109,80,"20,000 .. 50,000",116,0,116,0,499,499,0,11
8574,Dragon Lords: 3D Strategy,Other,68,29,"20,000 .. 50,000",1,0,1,0,0,0,0,1
8575,Ultimate Booster Experience,Other,233,60,"20,000 .. 50,000",0,0,0,0,499,499,0,7
8576,Spinnortality | cyberpunk management sim,Other,182,45,"20,000 .. 50,000",133,0,133,0,999,999,0,1
8577,VR Battle Grid,Other,51,5,"20,000 .. 50,000",37,0,37,0,0,0,0,2
8578,Dream Stone,Other,10,8,"20,000 .. 50,000",225,0,263,0,299,299,0,9
8579,Avoid - Sensory Overload,Strategy First,163,31,"20,000 .. 50,000",139,0,152,0,499,499,0,144
8580,God of Word,Other,71,24,"20,000 .. 50,000",279,0,279,0,499,499,0,3
8581,VR Paradise,Other,138,50,"20,000 .. 50,000",204,0,189,0,1999,1999,0,2
8582,Inside a Star-filled Sky,Other,56,26,"20,000 .. 50,000",0,0,0,0,399,399,0,3
8583,A Stickman Reality,Other,32,4,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8584,The Legend of Dark Witch,Other,153,47,"20,000 .. 50,000",950,0,950,0,499,499,0,3
8585,Macabre,Other,16,9,"20,000 .. 50,000",375,0,412,0,0,0,0,1
8586,King of the Couch: Zoovival,Other,171,57,"20,000 .. 50,000",65,0,72,0,0,0,0,1
8587,The Disney Afternoon Collection,Capcom,411,39,"20,000 .. 50,000",180,0,187,0,1999,1999,0,34
8588,Major Mayhem,Other,221,45,"20,000 .. 50,000",55,0,55,0,499,499,0,1
8589,Noob Squad,Other,211,279,"20,000 .. 50,000",107,113,135,113,99,99,0,4
8590,SHOWTIME 2073,Other,216,61,"20,000 .. 50,000",56,0,56,0,199,199,0,17
8591,Thorne - Death Merchants,Aldorlea Games,182,36,"20,000 .. 50,000",910,0,910,0,399,399,0,38
8592,Spellbound Spire,Other,31,4,"20,000 .. 50,000",0,0,0,0,0,0,0,9
8593,Runeyana,Other,24,24,"20,000 .. 50,000",304,0,320,0,0,0,0,3
8594,Vectrix,DigiPen Institute of Technology,4,1,"20,000 .. 50,000",0,0,0,0,0,0,0,25
8595,Shadows: Heretic Kingdoms,Kalypso Media Digital,246,160,"20,000 .. 50,000",0,0,0,0,3999,3999,0,44
8596,War Machines: Free to Play,Other,95,68,"20,000 .. 50,000",0,0,0,0,0,0,0,2
8597,Woody Two-Legs: Attack of the Zombie Pirates,Other,31,25,"20,000 .. 50,000",0,0,0,0,499,499,0,3
8598,Existence speed,Other,9,16,"20,000 .. 50,000",267,0,278,0,99,999,90,18
8599,Nancy Drew: Ransom of the Seven Ships,HeR Interactive,29,15,"20,000 .. 50,000",0,0,0,0,699,699,0,33
8600,Uizuno Blade VR,Other,3,5,"20,000 .. 50,000",0,0,0,0,499,499,0,1
8601,The Wanderer,Other,12,7,"20,000 .. 50,000",208,0,208,0,299,299,0,5
8602,No Way Out,Other,39,48,"20,000 .. 50,000",307,166,331,166,99,99,0,4
8603,Snooker-online multiplayer snooker game!,Other,36,61,"20,000 .. 50,000",6,0,6,0,0,0,0,1
8604,"War, the Game",Other,284,128,"20,000 .. 50,000",255,0,275,0,699,699,0,1
8605,Angelica Weaver: Catch Me When You Can,MumboJumbo,82,32,"20,000 .. 50,000",258,0,258,0,1399,1399,0,36
8606,PC Fútbol Stars,Other,54,18,"20,000 .. 50,000",0,0,0,0,0,0,0,5
8607,Spider: Rite of the Shrouded Moon,Other,74,15,"20,000 .. 50,000",0,0,0,0,999,999,0,2
8608,Riddled Corpses,Other,143,60,"20,000 .. 50,000",234,0,234,0,799,799,0,3
8609,Zafehouse Diaries 2,Big Fish Games,71,22,"20,000 .. 50,000",113,0,113,0,699,699,0,324
8610,Metal Fatigue,Nightdive Studios,195,14,"20,000 .. 50,000",0,0,0,0,599,599,0,30
8611,Mahjong,Nacon,82,22,"20,000 .. 50,000",0,0,0,0,99,999,90,33
8612,Astro Tripper,Other,29,25,"20,000 .. 50,000",0,0,0,0,499,499,0,2
8613,Lethal RPG: War,Other,147,41,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8614,True Bliss,KPL,38,49,"20,000 .. 50,000",0,0,0,0,599,599,0,20
8615,Trivia King,Other,1,1,"20,000 .. 50,000",0,0,0,0,99,99,0,9
8616,Fantasy Versus,Other,361,91,"20,000 .. 50,000",75,0,75,0,699,699,0,3
8617,Art of Murder - Cards of Destiny,Other,42,15,"20,000 .. 50,000",8,0,8,0,499,499,0,13
8618,Nelly Cootalot: The Fowl Fleet,Other,174,11,"20,000 .. 50,000",0,0,0,0,1999,1999,0,7
8619,Shmadow,Other,164,34,"20,000 .. 50,000",220,0,220,0,199,199,0,2
8620,"Don't Tax Me, Bro!",Other,44,8,"20,000 .. 50,000",205,0,205,0,299,299,0,1
8621,One Night Stand,Other,468,55,"20,000 .. 50,000",369,0,433,0,299,299,0,1
8622,Deliverace - Battle Racing,Other,22,19,"20,000 .. 50,000",0,0,0,0,0,0,0,4
8623,The Movie Trivia Challenge,Other,1,0,"20,000 .. 50,000",0,0,0,0,99,99,0,9
8624,探险与魔法,Other,196,52,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8625,Angry Video Game Nerd II: ASSimilation,Other,589,66,"20,000 .. 50,000",309,0,309,0,999,999,0,5
8626,Ironclads: Anglo Russian War 1866,Strategy First,9,17,"20,000 .. 50,000",0,0,0,0,999,999,0,144
8627,Field of Glory II,Slitherine Ltd.,421,44,"20,000 .. 50,000",0,0,0,0,2999,2999,0,85
8628,Ironclads: High Seas,Strategy First,15,22,"20,000 .. 50,000",0,0,0,0,999,999,0,144
8629,Synonymy,Other,34,34,"20,000 .. 50,000",232,0,232,0,199,199,0,1
8630,Masky,Forever Entertainment S. A.,82,23,"20,000 .. 50,000",307,306,306,306,99,99,0,54
8631,Immortal Heroes,Other,27,65,"20,000 .. 50,000",0,0,0,0,99,99,0,17
8632,Emmerholt: Prologue,Other,73,23,"20,000 .. 50,000",3,0,3,0,0,0,0,1
8633,Born of Fire,Other,63,33,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8634,The Crown of Leaves,Other,795,20,"20,000 .. 50,000",0,0,0,0,499,499,0,1
8635,Logout,Other,23,17,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8636,Drone Wars VR,Other,5,0,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8637,Scions of Fate,Other,54,40,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8638,Janus VR,Other,37,24,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8639,Inner silence,Other,10,15,"20,000 .. 50,000",220,0,234,0,49,99,51,12
8640,El Ministerio del Tiempo VR: El tiempo en tus manos,Other,11,1,"20,000 .. 50,000",0,0,0,0,0,0,0,2
8641,Muv-Luv (マブラヴ),Other,294,16,"20,000 .. 50,000",1742,0,1742,0,2999,2999,0,3
8642,Wenjia,Other,299,58,"20,000 .. 50,000",0,0,0,0,899,899,0,5
8643,Explodemon,Curve Digital,56,22,"20,000 .. 50,000",0,0,0,0,899,899,0,28
8644,SoulCraft,Headup Games,48,55,"20,000 .. 50,000",149,0,149,0,499,499,0,24
8645,Nancy Drew: Treasure in the Royal Tower,HeR Interactive,34,8,"20,000 .. 50,000",19,0,19,0,999,999,0,33
8646,Arcade Moonlander,Other,500,59,"20,000 .. 50,000",0,0,0,0,99,99,0,1
8647,TRI: Of Friendship and Madness,Other,367,48,"20,000 .. 50,000",0,0,0,0,1499,1499,0,2
8648,Super Neptunia RPG,Idea Factory International,651,142,"20,000 .. 50,000",0,0,0,0,4999,4999,0,21
8649,The House in Fata Morgana,MangaGamer,1184,37,"20,000 .. 50,000",0,0,0,0,2499,2499,0,51
8650,Team Four Star RPG,Other,65,12,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8651,Love is Dead,Other,97,69,"20,000 .. 50,000",210,0,210,0,1199,1199,0,19
8652,King of Retail,Other,593,55,"20,000 .. 50,000",0,0,0,0,1799,1799,0,1
8653,Artificial Defense,Other,166,31,"20,000 .. 50,000",217,0,244,0,299,299,0,1
8654,ROD: Revolt Of Defense,Other,432,105,"20,000 .. 50,000",0,0,0,0,99,99,0,2
8655,Valnir Rok Survival RPG,Other,449,364,"20,000 .. 50,000",0,0,0,0,1999,1999,0,1
8656,Madness,Other,15,15,"20,000 .. 50,000",245,0,236,0,74,299,75,12
8657,World to the West,Other,248,69,"20,000 .. 50,000",664,0,664,0,1499,1499,0,3
8658,Divine Slice of Life,Dharker Studios Ltd,189,82,"20,000 .. 50,000",297,0,341,0,1299,1299,0,21
8659,Lemma,Other,192,30,"20,000 .. 50,000",316,0,316,0,1499,1499,0,1
8660,Amazing Adventures Around the World,"PopCap Games, Inc.",36,8,"20,000 .. 50,000",0,0,0,0,499,499,0,20
8661,Subsiege,Other,55,40,"20,000 .. 50,000",100,0,100,0,1999,1999,0,1
8662,Barrow Hill: Curse of the Ancient Circle,Iceberg Interactive,64,8,"20,000 .. 50,000",10,0,10,0,799,799,0,40
8663,Zero Reflex : Black Eye Edition,Other,183,45,"20,000 .. 50,000",0,0,0,0,399,399,0,5
8664,Rumble Arena,Other,108,43,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8665,AWA,Other,63,21,"20,000 .. 50,000",252,0,259,0,299,299,0,3
8666,Drox Operative,Other,256,31,"20,000 .. 50,000",0,0,0,0,1999,1999,0,6
8667,创史者Hist Maker,Other,48,8,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8668,Jane's Advanced Strike Fighters,Deep Silver,106,236,"20,000 .. 50,000",0,0,0,0,999,999,0,41
8669,Hunting Unlimited 2008,Ziggurat,33,9,"20,000 .. 50,000",0,0,0,0,999,999,0,39
8670,Far Eastern Federal University Virtual Expo,Other,3,1,"20,000 .. 50,000",0,0,0,0,0,0,0,2
8671,"BLOCK WARRIORS: ""Open World"" Game",Other,273,295,"20,000 .. 50,000",15,0,15,0,499,499,0,1
8672,Fireburst,Strategy First,74,69,"20,000 .. 50,000",4,0,4,0,999,999,0,144
8673,Trainz: Classic Cabon City,Other,16,28,"20,000 .. 50,000",0,0,0,0,1999,1999,0,8
8674,Nova-111,Other,122,33,"20,000 .. 50,000",203,0,275,0,499,499,0,4
8675,Fossil Echo,Other,77,45,"20,000 .. 50,000",182,0,182,0,999,999,0,1
8676,Sébastien Loeb Rally EVO,Milestone S.r.l.,327,313,"20,000 .. 50,000",10,0,10,0,1999,1999,0,26
8677,Among the Heavens,Jetdogs Studios,229,40,"20,000 .. 50,000",234,0,232,0,299,299,0,29
8678,MiniBikers,Other,28,34,"20,000 .. 50,000",195,0,226,0,0,0,0,10
8679,PUSH,Other,397,47,"20,000 .. 50,000",0,0,0,0,99,99,0,1
8680,3DRPG,Other,101,61,"20,000 .. 50,000",214,0,214,0,499,499,0,4
8681,女巫与六便士 the sibyl and sixpence,Other,454,69,"20,000 .. 50,000",0,0,0,0,49,99,51,6
8682,Lakeview Valley,Other,317,39,"20,000 .. 50,000",0,0,0,0,1499,1499,0,2
8683,弹幕音乐绘 ～风雷幻奏曲～ / Barrage Musical  ~A Fantasy of Tempest~,Other,295,10,"20,000 .. 50,000",234,0,234,0,999,999,0,3
8684,Epic Fun,Other,38,13,"20,000 .. 50,000",0,0,0,0,0,0,0,2
8685,Ironclads: Chincha Islands War 1866,Strategy First,3,12,"20,000 .. 50,000",0,0,0,0,999,999,0,144
8686,"Cook, Serve, Delicious! 3?!",Other,720,13,"20,000 .. 50,000",3276,0,3276,0,1499,1499,0,8
8687,Bionic Heart 2,Winter Wolves,21,15,"20,000 .. 50,000",55,0,55,0,1499,1499,0,26
8688,Bard to the Future,Other,32,37,"20,000 .. 50,000",1,0,1,0,0,0,0,1
8689,NextVR - Live Sports and Entertainment in Virtual Reality,Other,19,10,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8690,The Cat! Porfirio's Adventure,Other,238,50,"20,000 .. 50,000",508,0,622,0,299,299,0,4
8691,My Lovely Daughter,Other,531,200,"20,000 .. 50,000",369,0,369,0,1499,1499,0,5
8692,Fashioning Little Miss Lonesome,MangaGamer,166,23,"20,000 .. 50,000",0,0,0,0,2499,2499,0,51
8693,Kohan: Immortal Sovereigns,Other,52,9,"20,000 .. 50,000",0,0,0,0,999,999,0,3
8694,不思議の鎮守府,Other,0,1,"20,000 .. 50,000",0,0,0,0,499,499,0,1
8695,Abode,Other,273,17,"20,000 .. 50,000",40,0,40,0,999,999,0,5
8696,AMID EVIL,Other,2588,81,"20,000 .. 50,000",545,292,545,292,1999,1999,0,5
8697,HandyCopter,Other,9,2,"20,000 .. 50,000",0,0,0,0,399,399,0,12
8698,Last Word,Degica,287,57,"20,000 .. 50,000",150,0,150,0,999,999,0,97
8699,Survivalist: Invisible Strain,Other,481,63,"20,000 .. 50,000",0,0,0,0,699,699,0,2
8700,Mystery Case Files: 13th Skull Collector's Edition,Big Fish Games,34,8,"20,000 .. 50,000",0,0,0,0,999,999,0,324
8701,Snowball!,Other,103,12,"20,000 .. 50,000",0,0,0,0,299,299,0,12
8702,THE LAST BLADE,SNK CORPORATION,91,37,"20,000 .. 50,000",0,0,0,0,999,999,0,22
8703,PUSS!,Other,569,87,"20,000 .. 50,000",159,0,159,0,999,999,0,1
8704,The Mirror Lied,Other,291,26,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8705,Glowfish,MumboJumbo,96,14,"20,000 .. 50,000",0,0,0,0,999,999,0,36
8706,Wick,Other,410,72,"20,000 .. 50,000",223,0,236,0,599,599,0,1
8707,Legend of Merchant,Other,480,100,"20,000 .. 50,000",0,0,0,0,199,199,0,3
8708,Clawface,Other,111,17,"20,000 .. 50,000",2,0,2,0,0,0,0,1
8709,Boot Hill Blaster,Other,10,1,"20,000 .. 50,000",0,0,0,0,99,99,0,2
8710,STAND OUT : VR Battle Royale,Other,949,323,"20,000 .. 50,000",325,0,325,0,2499,2499,0,5
8711,Monster Energy Supercross - The Official Videogame,Milestone S.r.l.,389,118,"20,000 .. 50,000",0,0,0,0,2999,2999,0,26
8712,Little Farm,MumboJumbo,77,36,"20,000 .. 50,000",0,0,0,0,999,999,0,36
8713,Tango Fiesta – 80’s Action Film meets 2D Top Down Multiplayer Co-Op Roguelike Military Shooter,Other,37,25,"20,000 .. 50,000",3,0,3,0,999,999,0,3
8714,Ringies,Other,24,19,"20,000 .. 50,000",0,0,0,0,399,399,0,1
8715,Tahira: Echoes of the Astral Empire,Other,84,22,"20,000 .. 50,000",0,0,0,0,1499,1499,0,1
8716,Ultra Savage,SakuraGame,290,73,"20,000 .. 50,000",0,0,0,0,299,299,0,34
8717,The Sandbox,Other,324,222,"20,000 .. 50,000",660,0,34,0,499,499,0,2
8718,Children of Orc,Other,46,19,"20,000 .. 50,000",0,0,0,0,0,0,0,6
8719,Survisland / 实境求生,Other,789,337,"20,000 .. 50,000",12,0,12,0,1499,1499,0,1
8720,Overcrowd: A Commute 'Em Up,Other,430,63,"20,000 .. 50,000",0,0,0,0,1699,1699,0,1
8721,Captain Morgane and the Golden Turtle,Other,89,56,"20,000 .. 50,000",190,0,190,0,499,499,0,4
8722,The Far Frontier,Other,36,16,"20,000 .. 50,000",270,0,278,0,299,299,0,1
8723,Bad Government,Other,3,5,"20,000 .. 50,000",0,0,0,0,299,299,0,2
8724,Professional Lumberjack 2015,Other,21,86,"20,000 .. 50,000",0,0,0,0,1999,1999,0,1
8725,Desktop Kanojo,Other,477,59,"20,000 .. 50,000",173,6,276,6,299,299,0,2
8726,Drizzlepath,Other,258,225,"20,000 .. 50,000",217,0,217,0,99,199,50,15
8727,StellarHub,Other,66,52,"20,000 .. 50,000",408,0,417,0,899,899,0,17
8728,11-11 Memories Retold,Other,739,105,"20,000 .. 50,000",60,0,60,0,2999,2999,0,2
8729,Demolition Company Gold Edition,Other,186,29,"20,000 .. 50,000",327,0,327,0,999,999,0,6
8730,Lost Items,Other,24,8,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8731,Siralim 2,Other,404,34,"20,000 .. 50,000",0,0,0,0,1499,1499,0,5
8732,Robo Do It,Other,20,8,"20,000 .. 50,000",234,0,265,0,99,99,0,1
8733,Holy Road,Kagura Games,115,52,"20,000 .. 50,000",0,0,0,0,1999,1999,0,41
8734,Amazing Adventures The Lost Tomb,"PopCap Games, Inc.",29,8,"20,000 .. 50,000",0,0,0,0,499,499,0,20
8735,Shrouded in Sanity: Freebirth,Other,112,21,"20,000 .. 50,000",7,0,7,0,0,0,0,5
8736,Baseball Mogul 2015,Other,28,8,"20,000 .. 50,000",12,0,12,0,499,499,0,7
8737,North Stars,Other,49,10,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8738,Legend of Keepers: Career of a Dungeon Master,Other,980,149,"20,000 .. 50,000",54,0,54,0,1999,1999,0,2
8739,Karnage Chronicles,Other,476,44,"20,000 .. 50,000",0,0,0,0,2499,2499,0,1
8740,The Myth Seekers: The Legacy of Vulcan,Artifex Mundi,82,16,"20,000 .. 50,000",274,0,274,0,999,999,0,80
8741,Quantum Legend - VR Experience,Other,9,12,"20,000 .. 50,000",0,0,0,0,0,0,0,1
8742,Thrillville: Off the Rails,Other,393,38,"20,000 .. 50,000",73,0,73,0,999,999,0,2
8743,XOXO Droplets,Other,124,42,"20,000 .. 50,000",4,0,4,0,0,0,0,4
8744,Runewards: Strategy Card Game,Other,27,24,"20,000 .. 50,000",73,0,73,0,0,0,0,2
8745,Learn Japanese To Survive! Katakana War,Other,259,17,"20,000 .. 50,000",0,0,0,0,699,699,0,4
8746,! That Bastard Is Trying To Steal Our Gold !,Other,18,52,"20,000 .. 50,000",381,0,392,0,299,299,0,8
8747,No Heroes Here,Other,283,31,"20,000 .. 50,000",0,0,0,0,1499,1499,0,1
8748,Shining Resonance Refrain,SEGA,528,168,"20,000 .. 50,000",2137,0,2137,0,2999,2999,0,86
8749,Shan Gui II: Sweet Osmanthus II,Other,309,12,"20,000 .. 50,000",0,0,0,0,299,299,0,3
8750,Terminal Velocity,Other,48,5,"20,000 .. 50,000",0,0,0,0,699,699,0,10
8751,Typoman,Other,402,58,"20,000 .. 50,000",0,0,0,0,999,999,0,2
8752,The Last Sniper VR,Other,117,57,"20,000 .. 50,000",0,0,0,0,799,799,0,1
8753,Trap Shrine,Other,986,49,"20,000 .. 50,000",313,0,555,0,999,999,0,3
8754,Dangerous Bullets,Other,4,6,"20,000 .. 50,000",255,0,255,0,61,199,69,12
8755,Endless Road,Other,294,95,"20,000 .. 50,000",0,0,0,0,999,999,0,1
8756,Tomb Raider - The Final Hours Digital Book,Other,115,12,"20,000 .. 50,000",0,0,0,0,199,199,0,3
