,name,publisher,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,publisher_counts
247,Aura Kingdom,Other,6429,1692,"2,000,000 .. 5,000,000",791,0,77,0,0,0,0,4
248,Sven Co-op,Other,16159,1366,"2,000,000 .. 5,000,000",302,66,71,66,0,0,0,1
249,South Park: The Stick of Truth,Ubisoft,41482,1045,"2,000,000 .. 5,000,000",759,0,734,0,2999,2999,0,123
250,Middle-earth: Shadow of War,Other,36380,6866,"2,000,000 .. 5,000,000",1874,1156,1455,1521,4999,4999,0,5
251,Football Manager 2020,SEGA,21523,2915,"2,000,000 .. 5,000,000",7854,1004,7124,1410,4999,4999,0,86
252,Kerbal Space Program,Other,71981,5081,"2,000,000 .. 5,000,000",2889,405,663,574,3999,3999,0,5
253,Just Survive,Other,47272,33114,"2,000,000 .. 5,000,000",3688,0,886,0,0,0,0,9
254,Dead Frontier 2,Other,9597,4213,"2,000,000 .. 5,000,000",0,0,0,0,0,0,0,2
255,Hotline Miami,Devolver Digital,53995,1439,"2,000,000 .. 5,000,000",342,87,215,110,999,999,0,77
256,Killing Floor 2,Other,81632,11364,"2,000,000 .. 5,000,000",5146,518,987,704,2999,2999,0,13
257,Mitos.is: The Game,Other,9564,2209,"2,000,000 .. 5,000,000",181,0,78,0,0,0,0,2
258,Fallout: A Post Nuclear Role Playing Game,Bethesda Softworks,9246,762,"2,000,000 .. 5,000,000",1389,44,34,44,999,999,0,43
259,Battlefield: Bad Company 2,Electronic Arts,26904,4296,"2,000,000 .. 5,000,000",3687,107,490,107,1999,1999,0,63
260,The Sims 3,Electronic Arts,17712,3173,"2,000,000 .. 5,000,000",2305,44,926,51,1999,1999,0,63
261,STAR WARS - Knights of the Old Republic,Other,17143,1965,"2,000,000 .. 5,000,000",898,0,265,0,999,999,0,1
262,The Stanley Parable,Other,34717,3022,"2,000,000 .. 5,000,000",194,938,159,938,1499,1499,0,1
263,Total War: MEDIEVAL II – Definitive Edition,Other,16522,823,"2,000,000 .. 5,000,000",2662,718,353,718,2499,2499,0,9
264,The Bureau: XCOM Declassified,2K,7311,3155,"2,000,000 .. 5,000,000",347,6,215,6,1999,1999,0,58
265,Saints Row: The Third,Deep Silver,53209,2240,"2,000,000 .. 5,000,000",1572,259,834,420,999,999,0,41
266,Sanctum 2,Other,12097,1335,"2,000,000 .. 5,000,000",383,0,189,0,1499,1499,0,9
267,"Papers, Please",Other,34714,1275,"2,000,000 .. 5,000,000",387,35,260,35,999,999,0,2
268,Call of Duty: World at War,Activision,27865,1855,"2,000,000 .. 5,000,000",2183,49,1202,77,1999,1999,0,52
269,Total War: THREE KINGDOMS,Other,50258,9051,"2,000,000 .. 5,000,000",5041,179,3904,297,5999,5999,0,9
270,Sins of a Solar Empire: Rebellion,Other,10956,822,"2,000,000 .. 5,000,000",536,64,403,64,3999,3999,0,16
271,Dead Space,Electronic Arts,11936,1257,"2,000,000 .. 5,000,000",362,249,135,152,1999,1999,0,63
272,Awesomenauts - the 2D moba,Other,21696,3855,"2,000,000 .. 5,000,000",881,0,251,0,0,0,0,3
273,Brutal Legend,Other,14094,1031,"2,000,000 .. 5,000,000",367,331,321,397,1499,1499,0,14
274,Trine Enchanted Edition,Other,10953,482,"2,000,000 .. 5,000,000",281,0,197,0,374,1499,75,7
275,Hunt: Showdown,Other,53717,13228,"2,000,000 .. 5,000,000",1808,540,1264,752,3999,3999,0,3
276,Homefront,Deep Silver,6255,4179,"2,000,000 .. 5,000,000",184,38,147,38,1999,1999,0,41
277,Batman: Arkham Knight,Warner Bros. Interactive Entertainment,45840,13463,"2,000,000 .. 5,000,000",1752,639,1009,961,1999,1999,0,29
278,Grand Theft Auto: Vice City,Other,14870,1189,"2,000,000 .. 5,000,000",374,112,98,112,999,999,0,17
279,Hitman: Absolution,Other,28497,2833,"2,000,000 .. 5,000,000",767,186,475,233,1999,1999,0,4
280,Frostpunk,Other,45175,4852,"2,000,000 .. 5,000,000",1078,1822,584,1877,2999,2999,0,12
281,SPORE,Electronic Arts,23237,2525,"2,000,000 .. 5,000,000",1115,22,392,22,1999,1999,0,63
282,Wolcen: Lords of Mayhem,Other,31181,24495,"2,000,000 .. 5,000,000",1957,0,1410,0,3999,3999,0,1
283,Grand Theft Auto III,Other,6782,1011,"2,000,000 .. 5,000,000",206,30,48,39,999,999,0,17
284,FINAL FANTASY XIV Online,Square Enix,21199,3158,"2,000,000 .. 5,000,000",19786,4983,3148,5044,1999,1999,0,116
285,Crypt of the NecroDancer,Other,18035,694,"2,000,000 .. 5,000,000",703,10,186,10,1499,1499,0,1
286,Batman: Arkham Origins,Warner Bros. Interactive Entertainment,24489,3921,"2,000,000 .. 5,000,000",965,1712,588,1598,1999,1999,0,29
287,Alan Wake,Other,27824,2656,"2,000,000 .. 5,000,000",436,64,316,64,1499,1499,0,3
288,"Warhammer 40,000: Dawn of War II",Other,6942,849,"2,000,000 .. 5,000,000",1200,0,491,0,1999,1999,0,2
289,Factorio,Other,79734,1019,"2,000,000 .. 5,000,000",8390,517,3302,581,3000,3000,0,1
290,Jotun: Valhalla Edition,Other,5834,1599,"2,000,000 .. 5,000,000",178,0,158,0,1499,1499,0,2
291,Slay the Spire,Other,72292,1623,"2,000,000 .. 5,000,000",3773,487,1898,470,2499,2499,0,1
292,Line of Sight,Other,4997,3573,"2,000,000 .. 5,000,000",142,39,50,63,0,0,0,1
293,F1 2015,Other,4793,2999,"2,000,000 .. 5,000,000",645,0,342,0,1499,1499,0,1
294,HITMAN,Other,25997,5891,"2,000,000 .. 5,000,000",926,220,428,220,0,0,0,1
295,SpeedRunners,tinyBuild,24997,1686,"2,000,000 .. 5,000,000",730,43,308,77,1499,1499,0,48
296,Kholat,Other,3693,1707,"2,000,000 .. 5,000,000",560,180,302,302,1999,1999,0,7
297,RimWorld,Other,77570,1379,"2,000,000 .. 5,000,000",9602,702,5062,754,3499,3499,0,1
298,STAR WARS Knights of the Old Republic II - The Sith Lords,Other,13006,1114,"2,000,000 .. 5,000,000",1431,0,660,0,999,999,0,1
299,Serious Sam 3: BFE,Devolver Digital,18682,2373,"2,000,000 .. 5,000,000",477,354,256,354,3999,3999,0,77
300,Psychonauts,Other,9463,499,"2,000,000 .. 5,000,000",401,147,200,147,999,999,0,14
301,Enter the Gungeon,Devolver Digital,47589,2005,"2,000,000 .. 5,000,000",1570,82,638,46,1499,1499,0,77
302,Double Action: Boogaloo,Other,9838,795,"2,000,000 .. 5,000,000",120,0,57,0,0,0,0,1
303,Assassin's Creed Odyssey,Ubisoft,64815,8926,"2,000,000 .. 5,000,000",4232,350,3070,399,5999,5999,0,123
304,Star Conflict,Other,9728,3133,"2,000,000 .. 5,000,000",1777,0,95,0,0,0,0,4
305,DARK SOULS II: Scholar of the First Sin,Other,41874,6335,"2,000,000 .. 5,000,000",2890,572,1706,596,3999,3999,0,2
306,Company of Heroes,SEGA,6595,470,"2,000,000 .. 5,000,000",1212,323,411,323,1999,1999,0,86
307,ORION: Prelude,Other,21999,7440,"2,000,000 .. 5,000,000",173,222,111,222,99,99,0,2
308,Broforce,Devolver Digital,37681,1149,"2,000,000 .. 5,000,000",656,223,360,285,1499,1499,0,77
309,Gear Up,Other,6448,2218,"2,000,000 .. 5,000,000",185,14,22,14,0,0,0,2
310,Fallout 3: Game of the Year Edition,Bethesda Softworks,21315,5566,"2,000,000 .. 5,000,000",958,706,333,706,1999,1999,0,43
311,Mad Max,Other,45584,4505,"2,000,000 .. 5,000,000",1299,0,895,0,1999,1999,0,1
312,Plague Inc: Evolved,Other,32502,2023,"2,000,000 .. 5,000,000",612,65,353,65,1499,1499,0,2
313,Orwell: Keeping an Eye On You,Other,10365,955,"2,000,000 .. 5,000,000",232,5,243,5,999,999,0,16
314,This War of Mine,Other,58846,3253,"2,000,000 .. 5,000,000",804,240,355,243,1999,1999,0,12
315,Need For Speed: Hot Pursuit,Electronic Arts,14518,3250,"2,000,000 .. 5,000,000",465,47,283,47,1999,1999,0,63
316,Iron Snout,Other,15419,316,"2,000,000 .. 5,000,000",156,7,86,7,0,0,0,4
317,Beat Saber,Other,35711,1365,"2,000,000 .. 5,000,000",1114,200,664,225,2999,2999,0,1
318,Tropico 4,Kalypso Media Digital,9752,902,"2,000,000 .. 5,000,000",867,0,296,0,374,1499,75,44
319,Total War: WARHAMMER,Other,34559,10292,"2,000,000 .. 5,000,000",3096,1148,937,1148,5999,5999,0,1
320,Star Trek Online,Other,9941,2857,"2,000,000 .. 5,000,000",4429,306,528,531,0,0,0,7
321,Total War: NAPOLEON – Definitive Edition,Other,11979,1173,"2,000,000 .. 5,000,000",1313,302,626,302,2499,2499,0,1
322,Company of Heroes: Opposing Fronts,SEGA,691,62,"2,000,000 .. 5,000,000",214,0,58,0,1999,1999,0,86
323,Besiege,Other,34310,1662,"2,000,000 .. 5,000,000",571,338,194,338,1499,1499,0,1
324,Call of Duty: Black Ops III,Other,59018,24026,"2,000,000 .. 5,000,000",3132,1006,1750,873,5999,5999,0,1
325,The Elder Scrolls IV: Oblivion Game of the Year Edition,Bethesda Softworks,21854,1073,"2,000,000 .. 5,000,000",1425,420,392,443,1499,1499,0,43
326,Stories: The Path of Destinies,Other,4998,689,"1,000,000 .. 2,000,000",296,0,310,0,1499,1499,0,4
327,No Man's Sky,Other,102069,57178,"1,000,000 .. 2,000,000",2684,145,1200,187,5999,5999,0,3
328,Spec Ops: The Line,Other,37614,2947,"1,000,000 .. 2,000,000",259,41,164,41,2999,2999,0,1
329,Stronghold Crusader HD,Other,7216,232,"1,000,000 .. 2,000,000",562,0,220,0,999,999,0,9
330,Russian Fishing 4,Other,8219,3175,"1,000,000 .. 2,000,000",1199,38,57,38,0,0,0,1
331,Company of Heroes: Tales of Valor,SEGA,1551,115,"1,000,000 .. 2,000,000",452,0,227,0,1999,1999,0,86
332,"Warhammer 40,000: Dawn of War II Chaos Rising",Other,2013,197,"1,000,000 .. 2,000,000",633,0,399,0,1999,1999,0,2
333,Assassin's Creed Origins,Ubisoft,45123,7713,"1,000,000 .. 2,000,000",2624,101,1778,117,5999,5999,0,123
334,Monaco: What's Yours Is Mine,Other,7527,762,"1,000,000 .. 2,000,000",236,204,186,305,1499,1499,0,4
335,Knight Online,Other,4264,4673,"1,000,000 .. 2,000,000",259,0,39,0,0,0,0,1
336,Sleeping Dogs: Definitive Edition,Other,26682,2623,"1,000,000 .. 2,000,000",809,759,500,914,1999,1999,0,2
337,Cuphead,Other,56535,2201,"1,000,000 .. 2,000,000",576,143,421,205,1999,1999,0,1
338,Far Cry 3,Ubisoft,53527,6278,"1,000,000 .. 2,000,000",1235,304,746,363,1999,1999,0,123
339,Assassin’s Creed IV Black Flag,Ubisoft,32309,4045,"1,000,000 .. 2,000,000",1858,276,1457,276,1999,1999,0,123
340,WT3,Other,4998,3398,"1,000,000 .. 2,000,000",176,0,53,0,0,0,0,4
341,Grand Theft Auto: Episodes from Liberty City,Other,7946,2804,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,17
342,Banished,Other,29499,3277,"1,000,000 .. 2,000,000",1328,7,598,7,1999,1999,0,1
343,Assassin's Creed 2 Deluxe Edition,Ubisoft,21461,3119,"1,000,000 .. 2,000,000",1479,0,1243,0,1999,1999,0,123
344,Raft,Other,52584,6208,"1,000,000 .. 2,000,000",846,197,691,226,1999,1999,0,2
345,Darksiders II Deathinitive Edition,THQ Nordic,8132,2536,"1,000,000 .. 2,000,000",485,171,243,315,2999,2999,0,109
346,Nioh: Complete Edition / 仁王 Complete Edition,"KOEI TECMO GAMES CO., LTD.",16784,4133,"1,000,000 .. 2,000,000",2093,68,1164,68,4999,4999,0,78
347,Fallen Earth Free2Play,Other,3995,3140,"1,000,000 .. 2,000,000",89,0,79,0,0,0,0,3
348,Romero's Aftermath,Other,5664,5996,"1,000,000 .. 2,000,000",278,0,76,0,0,0,0,1
349,The Long Dark,Other,62321,6207,"1,000,000 .. 2,000,000",943,143,316,143,2999,2999,0,1
350,BioShock Remastered,Other,16503,6137,"1,000,000 .. 2,000,000",385,63,216,63,1999,1999,0,2
351,Age of Empires II: Definitive Edition,Xbox Game Studios,43914,3902,"1,000,000 .. 2,000,000",1132,67,710,52,1999,1999,0,37
352,Quake Champions,Bethesda Softworks,20689,8408,"1,000,000 .. 2,000,000",406,23,99,27,0,0,0,43
353,Deep Rock Galactic,Other,44404,1877,"1,000,000 .. 2,000,000",1996,172,804,215,2999,2999,0,9
354,Elite Dangerous,Other,41550,13375,"1,000,000 .. 2,000,000",5414,730,844,850,2999,2999,0,6
355,Max Payne 3,Other,26889,5106,"1,000,000 .. 2,000,000",656,145,451,229,1999,1999,0,17
356,Burnout Paradise: The Ultimate Box,Electronic Arts,10894,1653,"1,000,000 .. 2,000,000",499,7,177,7,0,0,0,63
357,SoulWorker - Anime Action MMO,Other,10000,2614,"1,000,000 .. 2,000,000",449,271,99,271,0,0,0,5
358,L.A. Noire,Other,17835,2921,"1,000,000 .. 2,000,000",936,0,457,0,1999,1999,0,17
359,Sid Meier's Civilization III Complete,2K,3669,478,"1,000,000 .. 2,000,000",311,3,41,3,499,499,0,58
360,STAR WARS Empire at War - Gold Pack,"LucasArts, Lucasfilm, Disney",15933,530,"1,000,000 .. 2,000,000",1884,19,598,19,1999,1999,0,29
361,ArcheBlade,Other,5682,2107,"1,000,000 .. 2,000,000",259,9,63,9,0,0,0,1
362,STAR WARS Jedi Knight: Dark Forces II,"LucasArts, Lucasfilm, Disney",975,347,"1,000,000 .. 2,000,000",11,0,11,0,599,599,0,29
363,Kingdom Come: Deliverance,Other,52000,12762,"1,000,000 .. 2,000,000",2658,0,1550,0,2999,2999,0,1
364,The Darkness II,2K,13880,1364,"1,000,000 .. 2,000,000",305,454,299,454,2999,2999,0,58
365,DOOM Eternal,Bethesda Softworks,56143,10021,"1,000,000 .. 2,000,000",1184,375,934,301,5999,5999,0,43
366,Super Meat Boy,Electronic Arts,25659,1403,"1,000,000 .. 2,000,000",295,0,128,0,1499,1499,0,63
367,AirMech Strike,Other,8101,1502,"1,000,000 .. 2,000,000",792,0,113,0,0,0,0,3
368,Enclave,Other,4467,1200,"1,000,000 .. 2,000,000",241,117,254,234,499,499,0,16
369,Dungeon Defenders,Other,12426,995,"1,000,000 .. 2,000,000",1953,0,833,0,1499,1499,0,3
370,Just Cause 2: Multiplayer Mod,Square Enix,13150,1172,"1,000,000 .. 2,000,000",373,0,191,0,0,0,0,116
371,Dead Bits,Other,4897,3444,"1,000,000 .. 2,000,000",267,0,330,0,49,99,51,7
372,Geometry Dash,Other,83741,4631,"1,000,000 .. 2,000,000",2672,227,478,49,399,399,0,1
373,Tribes: Ascend,Other,6635,1721,"1,000,000 .. 2,000,000",177,0,36,0,0,0,0,5
374,Conan Exiles,Other,41162,12308,"1,000,000 .. 2,000,000",4987,666,1238,693,3999,3999,0,11
375,Mass Effect 2,Electronic Arts,12669,723,"1,000,000 .. 2,000,000",1087,0,870,0,1999,1999,0,63
376,Gigantic,Other,5434,1868,"1,000,000 .. 2,000,000",180,0,48,0,0,0,0,7
377,Far Cry 5,Ubisoft,47978,15643,"1,000,000 .. 2,000,000",2170,679,1568,884,5999,5999,0,123
378,Conqueror's Blade,Other,7099,2900,"1,000,000 .. 2,000,000",633,1,106,1,0,0,0,7
379,Mortal Kombat X,Warner Bros. Interactive Entertainment,28891,7527,"1,000,000 .. 2,000,000",1045,25,546,25,1999,1999,0,29
380,Ultimate Custom Night,Other,15954,730,"1,000,000 .. 2,000,000",206,65,93,65,0,0,0,8
381,Assassin's Creed III Remastered,Other,1781,1987,"1,000,000 .. 2,000,000",438,664,249,664,3999,3999,0,6
382,Wolfenstein II: The New Colossus,Bethesda Softworks,16852,5340,"1,000,000 .. 2,000,000",704,1224,655,1224,3999,3999,0,43
383,Sniper Elite 3,Rebellion,15521,3695,"1,000,000 .. 2,000,000",412,152,223,163,2999,2999,0,30
384,STAR WARS Jedi Knight - Jedi Academy,"LucasArts, Lucasfilm, Disney",8584,396,"1,000,000 .. 2,000,000",427,0,210,0,999,999,0,29
385,AX:EL - Air XenoDawn,KISS ltd,816,256,"1,000,000 .. 2,000,000",152,0,127,0,0,0,0,45
386,Everlasting Summer,Other,37482,1722,"1,000,000 .. 2,000,000",1019,0,275,0,0,0,0,1
387,Emily is Away,Other,26161,3376,"1,000,000 .. 2,000,000",72,0,52,0,0,0,0,2
388,Orcs Must Die!,Other,5847,206,"1,000,000 .. 2,000,000",302,0,106,0,999,999,0,5
389,Rome: Total War - Collection,SEGA,10713,698,"1,000,000 .. 2,000,000",2318,162,285,162,1299,1299,0,86
390,Resident Evil 6,Capcom,20701,5197,"1,000,000 .. 2,000,000",1389,168,615,168,2999,2999,0,34
391,Riders of Icarus,Other,6236,3083,"1,000,000 .. 2,000,000",1440,11,93,11,0,0,0,5
392,Golf With Your Friends,Team17 Digital Ltd,25637,2957,"1,000,000 .. 2,000,000",547,82,387,103,1499,1499,0,49
393,Total War: ATTILA,SEGA,17450,4987,"1,000,000 .. 2,000,000",4297,1223,2470,1223,4499,4499,0,86
394,Crysis 2 - Maximum Edition,Electronic Arts,8252,1618,"1,000,000 .. 2,000,000",323,183,287,183,2999,2999,0,63
395,Microsoft Flight Simulator X: Steam Edition,Xbox Game Studios,14797,2785,"1,000,000 .. 2,000,000",3272,8,404,8,2499,2499,0,37
396,American Truck Simulator,Other,53435,2683,"1,000,000 .. 2,000,000",2901,112,880,115,1999,1999,0,6
397,Dungeon Defenders II,Other,12945,4135,"1,000,000 .. 2,000,000",580,0,157,0,0,0,0,3
398,Borderlands Game of the Year,2K,25923,2853,"1,000,000 .. 2,000,000",1410,2,621,2,2999,2999,0,58
399,Orcs Must Die! Unchained,Other,4178,1925,"1,000,000 .. 2,000,000",266,0,180,0,0,0,0,5
400,Dead Cells,Other,53336,1886,"1,000,000 .. 2,000,000",1968,264,1245,301,2499,2499,0,1
401,Darksiders Warmastered Edition,THQ Nordic,7531,1180,"1,000,000 .. 2,000,000",416,0,214,0,1999,1999,0,109
402,Yet Another Zombie Defense,Other,10268,1608,"1,000,000 .. 2,000,000",209,0,235,0,0,0,0,6
403,Shadowrun Returns,Paradox Interactive,9892,1284,"1,000,000 .. 2,000,000",469,0,301,0,1499,1499,0,58
404,Northgard,Other,24092,3703,"1,000,000 .. 2,000,000",951,162,292,162,2999,2999,0,5
405,Shadowverse CCG,Other,7684,2576,"1,000,000 .. 2,000,000",1445,864,339,864,0,0,0,1
406,ASTRONEER,Other,54758,6519,"1,000,000 .. 2,000,000",1203,64,707,95,2999,2999,0,1
407,Bloons TD Battles,Other,12145,1711,"1,000,000 .. 2,000,000",567,200,188,289,0,0,0,8
408,Alien: Isolation,Other,34652,2702,"1,000,000 .. 2,000,000",652,443,325,529,3999,3999,0,9
409,Metin2,Other,7004,3508,"1,000,000 .. 2,000,000",364,3,90,3,0,0,0,5
410,Deus Ex: Human Revolution - Director's Cut,Square Enix,16451,1461,"1,000,000 .. 2,000,000",966,88,675,127,1999,1999,0,116
411,Age of Mythology: Extended Edition,Xbox Game Studios,15875,1868,"1,000,000 .. 2,000,000",1139,58,371,113,2999,2999,0,37
412,DiRT Rally,Other,27219,4036,"1,000,000 .. 2,000,000",282,29,141,29,1999,1999,0,1
413,Chinese Parents,Other,19636,1750,"1,000,000 .. 2,000,000",928,131,754,158,999,999,0,1
414,The Red Solstice,Other,1621,579,"1,000,000 .. 2,000,000",263,0,304,0,999,999,0,10
415,TEKKEN 7,BANDAI NAMCO Entertainment,30006,5424,"1,000,000 .. 2,000,000",3126,314,1300,234,3999,3999,0,71
416,Natural Selection 2,Other,9683,1652,"1,000,000 .. 2,000,000",670,0,202,0,999,999,0,5
417,BRAIN / OUT,Other,10734,2396,"1,000,000 .. 2,000,000",2197,107,65,107,0,0,0,1
418,Ultimate Chicken Horse,Other,15538,648,"1,000,000 .. 2,000,000",524,121,389,157,1499,1499,0,1
419,Black Mesa,Other,39885,1857,"1,000,000 .. 2,000,000",879,478,553,531,1999,1999,0,1
420,Tom Clancy's Ghost Recon Wildlands,Ubisoft,36160,11320,"1,000,000 .. 2,000,000",2929,190,1936,225,4999,4999,0,123
421,STAR WARS Jedi: Fallen Order,Electronic Arts,45172,4460,"1,000,000 .. 2,000,000",776,98,663,126,5999,5999,0,63
422,Brothers - A Tale of Two Sons,505 Games,33844,1861,"1,000,000 .. 2,000,000",99,0,54,0,1499,1499,0,32
423,Torchlight,Other,4405,378,"1,000,000 .. 2,000,000",385,0,283,0,1499,1499,0,3
424,Mirror,Paradise Project,49664,1279,"1,000,000 .. 2,000,000",346,133,298,182,199,199,0,24
425,Endless Space - Collection,SEGA,6503,1611,"1,000,000 .. 2,000,000",552,0,346,0,999,999,0,86
426,Resident Evil 4,Capcom,20080,2914,"1,000,000 .. 2,000,000",989,0,361,0,1999,1999,0,34
427,F.E.A.R. 2: Project Origin,Warner Bros. Interactive Entertainment,4026,616,"1,000,000 .. 2,000,000",1055,190,312,190,1499,1499,0,29
428,SCUM,Other,26524,11783,"1,000,000 .. 2,000,000",1889,157,827,259,2999,2999,0,2
429,Stronghold HD,Other,4610,268,"1,000,000 .. 2,000,000",378,0,388,0,599,599,0,9
430,Sniper Elite 4,Rebellion,20074,2590,"1,000,000 .. 2,000,000",579,240,416,306,5999,5999,0,30
431,The Walking Dead,Other,48954,1613,"1,000,000 .. 2,000,000",587,128,441,128,1499,1499,0,7
432,Mass Effect,Electronic Arts,12579,803,"1,000,000 .. 2,000,000",918,0,589,0,1999,1999,0,63
433,To the Moon,Other,47841,1720,"1,000,000 .. 2,000,000",168,11,153,11,999,999,0,3
434,"Warhammer 40,000: Dawn of War - Game of the Year Edition",SEGA,4683,255,"1,000,000 .. 2,000,000",374,158,201,158,1299,1299,0,86
435,theHunter: Call of the Wild,Other,41856,8286,"1,000,000 .. 2,000,000",1178,198,408,234,1999,1999,0,1
436,Oxygen Not Included,Other,47215,1866,"1,000,000 .. 2,000,000",3631,424,869,747,2499,2499,0,11
437,Dishonored 2,Bethesda Softworks,28991,5354,"1,000,000 .. 2,000,000",1086,375,832,651,3999,3999,0,43
438,The Elder Scrolls: Legends,Bethesda Softworks,6767,2361,"1,000,000 .. 2,000,000",1892,15,248,15,0,0,0,43
439,Depth,Other,25401,3645,"1,000,000 .. 2,000,000",655,2,348,2,1999,1999,0,2
440,DC Universe Online,Other,11764,3064,"1,000,000 .. 2,000,000",1360,0,550,0,0,0,0,9
441,Resident Evil 5,Capcom,15190,2265,"1,000,000 .. 2,000,000",1043,0,702,0,1999,1999,0,34
442,Watch_Dogs 2,Ubisoft,35017,7844,"1,000,000 .. 2,000,000",1273,87,514,138,999,4999,80,123
443,BeamNG.drive,Other,40547,2062,"1,000,000 .. 2,000,000",2932,120,862,150,2499,2499,0,1
444,SimCity 4 Deluxe Edition,Other,4073,1119,"1,000,000 .. 2,000,000",613,0,293,0,1999,1999,0,1
445,Grimm,Other,29197,764,"1,000,000 .. 2,000,000",583,168,263,168,0,0,0,1
446,METAL GEAR SOLID V: THE PHANTOM PAIN,Other,50180,5659,"1,000,000 .. 2,000,000",3692,330,2131,558,1999,1999,0,19
447,Cortex Command,Other,3809,1595,"1,000,000 .. 2,000,000",309,0,227,0,1999,1999,0,1
448,Mini World: Block Art,Other,927,1264,"1,000,000 .. 2,000,000",67,0,120,0,0,0,0,1
449,Amnesia: A Machine for Pigs,Other,5203,2453,"1,000,000 .. 2,000,000",85,0,23,0,1999,1999,0,6
450,Radical Heights,Other,6077,4084,"1,000,000 .. 2,000,000",66,0,41,0,0,0,0,1
451,WAKFU,Other,5452,1617,"1,000,000 .. 2,000,000",686,0,202,0,0,0,0,6
452,Cry of Fear,Other,24205,4119,"1,000,000 .. 2,000,000",144,0,54,0,0,0,0,1
453,Hitman: Blood Money,Other,7473,462,"1,000,000 .. 2,000,000",392,0,163,0,999,999,0,4
454,Stronghold Kingdoms,Other,5247,2808,"1,000,000 .. 2,000,000",4336,0,46,0,0,0,0,9
455,STAR WARS Republic Commando,"LucasArts, Lucasfilm, Disney",8578,450,"1,000,000 .. 2,000,000",243,0,208,0,999,999,0,29
456,Source Filmmaker,Valve,19919,1379,"1,000,000 .. 2,000,000",574,41,72,41,0,0,0,33
457,Creative Destruction,Other,11162,2861,"1,000,000 .. 2,000,000",309,60,129,64,0,0,0,5
458,Resident Evil 7 Teaser: Beginning Hour,Other,3544,480,"1,000,000 .. 2,000,000",44,0,26,0,0,0,0,15
459,Planet Coaster,Other,34458,3874,"1,000,000 .. 2,000,000",4525,106,359,182,4499,4499,0,6
460,Sid Meier's Civilization IV: Colonization,2K,550,110,"1,000,000 .. 2,000,000",1182,0,1173,0,1999,1999,0,58
461,SNOW,Other,7874,4031,"1,000,000 .. 2,000,000",117,17,45,17,0,0,0,3
462,Hotline Miami 2: Wrong Number,Devolver Digital,27820,2196,"1,000,000 .. 2,000,000",588,109,376,102,1499,1499,0,77
463,Insurgency: Sandstorm,Focus Home Interactive,43411,9683,"1,000,000 .. 2,000,000",1001,167,538,223,2999,2999,0,54
464,Risk of Rain,Other,24836,1658,"1,000,000 .. 2,000,000",762,0,315,0,999,999,0,9
465,Scribblenauts Unlimited,Warner Bros. Interactive Entertainment,7878,625,"1,000,000 .. 2,000,000",529,0,295,0,1999,1999,0,29
466,Glass Masquerade,Other,4085,102,"1,000,000 .. 2,000,000",267,0,288,0,499,499,0,2
467,F.E.A.R.,Warner Bros. Interactive Entertainment,7946,521,"1,000,000 .. 2,000,000",593,0,271,0,5499,5499,0,29
