,name,publisher,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,publisher_counts
25,Rocket League,Other,395505,40730,"10,000,000 .. 20,000,000",12056,663,1812,400,1999,1999,0,1
26,Rust,Other,386842,74127,"10,000,000 .. 20,000,000",18062,1201,2922,822,3999,3999,0,4
27,Warface,Other,40404,17741,"10,000,000 .. 20,000,000",3230,1373,123,2106,0,0,0,7
28,Half-Life 2,Valve,101364,2960,"10,000,000 .. 20,000,000",686,192,335,276,999,999,0,33
29,Grim Dawn,Other,49600,3851,"10,000,000 .. 20,000,000",3901,143,1129,203,2499,2499,0,1
30,Trove,Other,59674,15159,"10,000,000 .. 20,000,000",3786,3144,263,6238,0,0,0,7
31,Black Squad,Other,53515,15478,"10,000,000 .. 20,000,000",2732,3263,86,6509,0,0,0,1
32,Z1 Battle Royale,Other,114832,93721,"10,000,000 .. 20,000,000",2757,16,164,16,0,0,0,9
33,Half-Life Deathmatch: Source,Valve,1823,577,"10,000,000 .. 20,000,000",41,0,18,0,999,999,0,33
34,Ring of Elysium,Other,67689,21537,"10,000,000 .. 20,000,000",815,74,110,120,0,0,0,1
35,Portal 2,Valve,200512,2512,"10,000,000 .. 20,000,000",889,311,523,159,999,999,0,33
36,SMITE,Other,55344,13071,"10,000,000 .. 20,000,000",5263,1996,255,886,0,0,0,5
37,Wallpaper Engine,Other,196025,3454,"5,000,000 .. 10,000,000",2087,168,546,23,399,399,0,1
38,GRID 2,Codemasters,20490,4269,"5,000,000 .. 10,000,000",289,75,120,100,0,0,0,23
39,World of Warships,Other,42263,11465,"5,000,000 .. 10,000,000",1896,488,260,754,0,0,0,4
40,Street Warriors Online,Other,986,729,"5,000,000 .. 10,000,000",62,0,49,0,199,199,0,1
41,The Tiny Bang Story,Other,4633,663,"5,000,000 .. 10,000,000",333,280,310,379,499,499,0,1
42,The Elder Scrolls V: Skyrim,Bethesda Softworks,270073,15353,"5,000,000 .. 10,000,000",5713,279,2791,332,1999,1999,0,43
43,The Witcher 3: Wild Hunt,Other,387652,7534,"5,000,000 .. 10,000,000",3468,353,1028,186,3999,3999,0,4
44,Counter-Strike: Condition Zero,Valve,15517,1600,"5,000,000 .. 10,000,000",706,0,43,0,999,999,0,33
45,Half-Life,Valve,47395,1764,"5,000,000 .. 10,000,000",844,114,117,159,999,999,0,33
46,Half-Life 2: Deathmatch,Valve,7620,883,"5,000,000 .. 10,000,000",781,0,44,0,499,499,0,33
47,Monster Hunter: World,Other,210316,44377,"5,000,000 .. 10,000,000",8406,721,2997,301,2999,2999,0,16
48,Kathy Rain,Other,2515,198,"5,000,000 .. 10,000,000",938,295,261,317,1499,1499,0,14
49,Counter-Strike Nexon: Studio,Other,24330,12881,"5,000,000 .. 10,000,000",4170,18553,45,18553,0,0,0,1
50,No More Room in Hell,Other,52074,6088,"5,000,000 .. 10,000,000",445,110,109,110,0,0,0,1
51,Z1 Battle Royale: Test Server,Other,1277,1127,"5,000,000 .. 10,000,000",258,0,15,0,0,0,0,9
52,PlanetSide 2,Other,45830,9382,"5,000,000 .. 10,000,000",1655,364,192,377,0,0,0,9
53,Dirty Bomb,Other,46658,11061,"5,000,000 .. 10,000,000",3290,18551,85,18551,0,0,0,1
54,ARK: Survival Evolved,Other,269787,80778,"5,000,000 .. 10,000,000",11081,1407,1479,443,4999,4999,0,2
55,Half-Life: Opposing Force,Valve,8663,466,"5,000,000 .. 10,000,000",483,1,166,1,499,499,0,33
56,Dead by Daylight,Other,273546,63678,"5,000,000 .. 10,000,000",7753,833,1124,350,1999,1999,0,3
57,Euro Truck Simulator 2,Other,314071,8462,"5,000,000 .. 10,000,000",4574,351,1493,141,1999,1999,0,6
58,Portal,Valve,71468,1294,"5,000,000 .. 10,000,000",273,94,176,126,999,999,0,33
59,Tom Clancy’s The Division,Ubisoft,54988,26306,"5,000,000 .. 10,000,000",3836,0,1509,0,2999,2999,0,123
60,Tomb Raider,Other,156575,6074,"5,000,000 .. 10,000,000",744,464,469,591,1499,1499,0,4
61,Black Desert Online,Other,23129,8239,"5,000,000 .. 10,000,000",4008,247,411,368,999,999,0,1
62,A Story About My Uncle,Other,23285,2039,"5,000,000 .. 10,000,000",613,92,236,115,1499,1499,0,9
63,Half-Life: Blue Shift,Valve,6271,658,"5,000,000 .. 10,000,000",173,1,131,1,499,499,0,33
64,World of Tanks Blitz,Other,39217,10978,"5,000,000 .. 10,000,000",6261,2465,162,1123,0,0,0,4
65,Left 4 Dead,Valve,26113,1177,"5,000,000 .. 10,000,000",1295,1,160,1,999,999,0,33
66,Dota Underlords,Valve,70246,13517,"5,000,000 .. 10,000,000",1765,302,276,280,0,0,0,33
67,Cities: Skylines,Paradox Interactive,117031,9516,"5,000,000 .. 10,000,000",2075,167,678,125,2999,2999,0,59
68,Mount & Blade II: Bannerlord,Other,108583,15884,"5,000,000 .. 10,000,000",3427,669,2056,513,4999,4999,0,4
69,Sid Meier's Civilization V,Other,157585,6378,"5,000,000 .. 10,000,000",7555,138,2993,204,2999,2999,0,4
70,Don't Starve Together,Other,190546,7296,"5,000,000 .. 10,000,000",2192,398,548,178,1499,1499,0,10
71,Age of Empires II (2013),Xbox Game Studios,77637,3776,"5,000,000 .. 10,000,000",3317,592,686,719,1999,1999,0,37
72,VRChat,Other,54519,5667,"5,000,000 .. 10,000,000",1166,1257,75,2451,0,0,0,1
73,Clicker Heroes,Other,46960,5239,"5,000,000 .. 10,000,000",8123,9318,411,9359,0,0,0,3
74,Fallout Shelter,Bethesda Softworks,31130,4468,"5,000,000 .. 10,000,000",3540,18547,146,18547,0,0,0,43
75,Day of Defeat,Valve,4279,481,"5,000,000 .. 10,000,000",287,0,12,0,499,499,0,33
76,Day of Defeat: Source,Valve,13077,1398,"5,000,000 .. 10,000,000",658,127,176,127,999,999,0,33
77,Dying Light,Other,167243,9551,"5,000,000 .. 10,000,000",2298,318,1267,131,3999,3999,0,7
78,Warhammer: Vermintide 2,Other,40735,10934,"5,000,000 .. 10,000,000",2553,460,638,593,2999,2999,0,9
79,Call of Duty: Modern Warfare 2,Activision,36030,3057,"5,000,000 .. 10,000,000",1010,0,578,0,1999,1999,0,52
80,Stardew Valley,Other,249846,6084,"5,000,000 .. 10,000,000",3256,463,1160,168,1499,1499,0,1
81,SCP: Secret Laboratory,Other,58747,6376,"5,000,000 .. 10,000,000",963,386,87,451,0,0,0,1
82,Realm Royale,Other,30018,11484,"5,000,000 .. 10,000,000",452,76,142,76,0,0,0,5
83,Braveland,Other,2133,439,"5,000,000 .. 10,000,000",947,287,252,287,699,699,0,5
84,Half-Life 2: Episode Two,Valve,20092,775,"5,000,000 .. 10,000,000",395,80,320,80,799,799,0,33
85,HITMAN 2,Other,34424,3754,"5,000,000 .. 10,000,000",881,470,466,337,9999,9999,0,3
86,Fallout 4,Bethesda Softworks,157141,48462,"5,000,000 .. 10,000,000",5358,708,2482,497,2999,2999,0,43
87,Chivalry: Medieval Warfare,Other,54158,11559,"5,000,000 .. 10,000,000",562,0,257,0,2499,2499,0,1
88,Neverwinter,Other,22170,6331,"5,000,000 .. 10,000,000",1477,242,452,354,0,0,0,7
89,Life is Strange - Episode 1,Other,134111,5127,"5,000,000 .. 10,000,000",544,200,188,386,0,0,0,1
90,Half-Life 2: Episode One,Valve,12761,693,"5,000,000 .. 10,000,000",283,42,205,68,799,799,0,33
91,Don't Starve,Other,76207,2506,"5,000,000 .. 10,000,000",1033,144,368,262,999,999,0,10
92,Castle Crashers,Other,64763,2694,"5,000,000 .. 10,000,000",428,22,247,22,1499,1499,0,2
93,theHunter Classic,Other,15117,15967,"5,000,000 .. 10,000,000",235,0,47,0,0,0,0,2
94,The Forest,Other,183420,11564,"5,000,000 .. 10,000,000",1424,381,988,243,1999,1999,0,1
95,Loadout,Other,35218,5482,"5,000,000 .. 10,000,000",314,0,143,0,0,0,0,1
96,Infestation: The New Z,Other,15972,15016,"5,000,000 .. 10,000,000",4393,18547,78,18547,0,0,0,3
97,Oddworld: Abe's Oddysee,Other,3043,493,"5,000,000 .. 10,000,000",197,0,222,0,299,299,0,4
98,Risk of Rain 2,Other,88412,3520,"5,000,000 .. 10,000,000",3079,199,1510,208,1999,1999,0,9
99,Evolve Stage 2,2K,30878,14928,"5,000,000 .. 10,000,000",580,0,137,0,0,0,0,58
100,Deathmatch Classic,Valve,1577,344,"5,000,000 .. 10,000,000",47,0,21,0,499,499,0,33
101,Deceit,Other,45849,9961,"5,000,000 .. 10,000,000",513,128,89,68,0,0,0,1
102,ARK: Survival Of The Fittest,Other,5415,3438,"5,000,000 .. 10,000,000",200,16,25,16,4999,4999,0,2
103,Arma 3,Bohemia Interactive,148461,15970,"5,000,000 .. 10,000,000",10174,1060,1497,1167,2999,2999,0,27
104,AdVenture Capitalist,Other,38646,4947,"5,000,000 .. 10,000,000",3217,122,262,122,0,0,0,7
105,APB Reloaded,Other,21852,12505,"5,000,000 .. 10,000,000",1374,229,122,229,0,0,0,3
106,Company of Heroes 2,Other,50451,14873,"5,000,000 .. 10,000,000",1091,141,279,174,1999,1999,0,9
107,Ricochet,Valve,3271,761,"2,000,000 .. 5,000,000",1230,3,4,3,499,499,0,33
108,Sid Meier’s Civilization VI,Other,97047,22821,"2,000,000 .. 5,000,000",5016,664,2135,688,5999,5999,0,4
109,Freestyle 2: Street Basketball,Other,7492,2687,"2,000,000 .. 5,000,000",806,0,103,0,0,0,0,2
110,Devil May Cry 5,Other,43161,2341,"2,000,000 .. 5,000,000",1190,320,751,320,3999,3999,0,16
111,Divide By Sheep,tinyBuild,2035,195,"2,000,000 .. 5,000,000",124,0,31,0,499,499,0,48
112,Killing Floor,Other,57288,2802,"2,000,000 .. 5,000,000",1331,551,269,551,1999,1999,0,13
113,Half-Life: Source,Valve,5955,1773,"2,000,000 .. 5,000,000",257,0,139,0,999,999,0,33
114,BioShock,2K,21772,1289,"2,000,000 .. 5,000,000",410,0,201,0,0,0,0,58
115,The Witcher 2: Assassins of Kings Enhanced Edition,Other,50321,5715,"2,000,000 .. 5,000,000",784,210,244,410,1999,1999,0,2
116,Creativerse,Other,22282,5439,"2,000,000 .. 5,000,000",699,0,79,0,0,0,0,1
117,Outlast,Other,55782,2290,"2,000,000 .. 5,000,000",349,152,162,223,1999,1999,0,2
118,DayZ,Bohemia Interactive,153779,84814,"2,000,000 .. 5,000,000",7222,984,2095,1376,4499,4499,0,27
119,Fistful of Frags,Other,27477,2668,"2,000,000 .. 5,000,000",242,83,106,83,0,0,0,1
120,BioShock Infinite,2K,94530,4610,"2,000,000 .. 5,000,000",632,4,484,4,2999,2999,0,58
121,Minion Masters,Other,43945,3759,"2,000,000 .. 5,000,000",358,396,228,396,0,0,0,3
122,KurtzPel,Other,17573,10555,"2,000,000 .. 5,000,000",576,26,94,32,0,0,0,1
123,Prison Architect,Paradox Interactive,44042,4115,"2,000,000 .. 5,000,000",2025,410,830,622,2999,2999,0,59
124,TERA,Other,12851,3315,"2,000,000 .. 5,000,000",1361,0,401,0,0,0,0,3
125,POSTAL,Other,2970,598,"2,000,000 .. 5,000,000",184,0,233,0,0,0,0,4
126,Alien Swarm,Valve,18191,989,"2,000,000 .. 5,000,000",427,0,139,0,0,0,0,33
127,Grand Theft Auto: San Andreas,Other,42544,4299,"2,000,000 .. 5,000,000",1211,49,237,56,1499,1499,0,17
128,NBA 2K20,2K,17567,19892,"2,000,000 .. 5,000,000",4613,1231,4837,1581,899,5999,85,58
129,Starbound,Other,133046,9790,"2,000,000 .. 5,000,000",3632,1929,1643,1984,1499,1499,0,9
130,Just Cause 2,Square Enix,38422,3726,"2,000,000 .. 5,000,000",621,5,202,5,1499,1499,0,115
131,Battlerite,Other,45554,8649,"2,000,000 .. 5,000,000",987,62,178,62,0,0,0,3
132,RaceRoom Racing Experience,Other,7971,4005,"2,000,000 .. 5,000,000",151,7,44,7,0,0,0,1
133,Middle-earth: Shadow of Mordor,Other,57655,4937,"2,000,000 .. 5,000,000",902,0,694,0,1999,1999,0,1
134,BLOCKADE 3D,Other,15947,11804,"2,000,000 .. 5,000,000",482,0,59,0,0,0,0,5
135,Saints Row IV,Deep Silver,59691,5747,"2,000,000 .. 5,000,000",1177,110,853,139,1499,1499,0,40
136,FOR HONOR,Ubisoft,53546,29702,"2,000,000 .. 5,000,000",1687,295,581,413,1499,1499,0,123
137,Scrap Mechanic,Other,47786,4727,"2,000,000 .. 5,000,000",1298,145,680,195,1999,1999,0,2
138,PAYDAY The Heist,Other,34778,2538,"2,000,000 .. 5,000,000",546,2,221,2,1499,1499,0,9
139,DARK SOULS III,Other,183045,13534,"2,000,000 .. 5,000,000",4186,384,2330,275,5999,5999,0,1
140,7 Days to Die,Other,107883,20351,"2,000,000 .. 5,000,000",3826,608,1412,439,2499,2499,0,1
141,Insurgency,Other,107409,10111,"2,000,000 .. 5,000,000",955,247,251,209,1499,1499,0,2
142,Survarium,Other,12151,10604,"2,000,000 .. 5,000,000",281,25,58,33,0,0,0,1
143,Doki Doki Literature Club!,Other,132467,4292,"2,000,000 .. 5,000,000",318,132,132,150,0,0,0,1
144,Amnesia: The Dark Descent,Other,23496,1337,"2,000,000 .. 5,000,000",231,0,56,0,1999,1999,0,6
145,The Elder Scrolls V: Skyrim Special Edition,Bethesda Softworks,99666,15498,"2,000,000 .. 5,000,000",3126,180,1324,144,3999,3999,0,43
146,Last Man Standing,Other,11689,7453,"2,000,000 .. 5,000,000",360,0,126,0,0,0,0,2
147,"Warhammer 40,000: Space Marine",SEGA,12688,1159,"2,000,000 .. 5,000,000",462,0,253,0,2999,2999,0,86
148,Grand Theft Auto IV: The Complete Edition,Other,48100,21064,"2,000,000 .. 5,000,000",1537,230,648,315,1999,1999,0,17
149,Arma 2: Operation Arrowhead,Bohemia Interactive,18931,1576,"2,000,000 .. 5,000,000",3285,453,397,845,1999,1999,0,27
150,Torchlight II,Other,34009,2082,"2,000,000 .. 5,000,000",2107,67,784,67,1999,1999,0,3
151,Europa Universalis IV,Paradox Interactive,66684,10118,"2,000,000 .. 5,000,000",12893,1036,3016,684,3999,3999,0,59
152,MORDHAU,Other,59467,11912,"2,000,000 .. 5,000,000",1658,56,758,56,2999,2999,0,1
153,Divinity: Original Sin 2 - Definitive Edition,Other,90834,3744,"2,000,000 .. 5,000,000",4635,797,3616,706,4499,4499,0,6
154,Mount & Blade: Warband,Other,112469,2714,"2,000,000 .. 5,000,000",6871,543,1306,929,1999,1999,0,4
155,Resident Evil 2,Other,71972,1996,"2,000,000 .. 5,000,000",1347,193,688,221,3999,3999,0,16
156,Rise of the Tomb Raider,Other,74970,5074,"2,000,000 .. 5,000,000",1081,274,794,253,2999,2999,0,4
157,Sekiro: Shadows Die Twice,Other,88657,5478,"2,000,000 .. 5,000,000",2124,234,2048,338,5999,5999,0,1
158,Human: Fall Flat,Curve Digital,94538,6123,"2,000,000 .. 5,000,000",609,170,383,113,1499,1499,0,27
159,The Expendabros,Devolver Digital,16100,469,"2,000,000 .. 5,000,000",106,1,52,1,0,0,0,77
160,Business Tour - Board Game with Online Multiplayer,8Floor,22963,14232,"2,000,000 .. 5,000,000",546,61,227,71,0,0,0,40
161,The Elder Scrolls Online,Bethesda Softworks,62041,15819,"2,000,000 .. 5,000,000",4675,1083,1229,782,1999,1999,0,43
162,"Star Wars: Battlefront 2 (Classic, 2005)",Other,37174,2583,"2,000,000 .. 5,000,000",580,0,221,0,999,999,0,2
163,DOOM,Bethesda Softworks,118169,6582,"2,000,000 .. 5,000,000",826,71,605,54,1999,1999,0,43
164,LIMBO,Other,33862,2256,"2,000,000 .. 5,000,000",153,1,103,1,999,999,0,3
165,Saints Row 2,Deep Silver,10815,3162,"2,000,000 .. 5,000,000",619,0,103,0,999,999,0,40
166,Defiance,Other,9545,2940,"2,000,000 .. 5,000,000",659,0,251,0,0,0,0,7
167,Subnautica,Other,127023,6033,"2,000,000 .. 5,000,000",2034,365,1509,727,2499,2499,0,5
168,Guns of Icarus Online,Other,13240,1367,"2,000,000 .. 5,000,000",412,162,306,162,499,499,0,5
169,World of Guns: Gun Disassembly,Other,12661,2663,"2,000,000 .. 5,000,000",118,0,42,0,0,0,0,2
170,Block N Load,Other,11799,3354,"2,000,000 .. 5,000,000",410,0,92,0,0,0,0,1
171,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,Other,30176,2453,"2,000,000 .. 5,000,000",1238,572,276,572,1999,1999,0,13
172,Call of Duty: Black Ops II,Activision,29046,4981,"2,000,000 .. 5,000,000",305,0,109,0,5999,5999,0,52
173,Fishing Planet,Other,17071,4195,"2,000,000 .. 5,000,000",338,279,36,288,0,0,0,1
174,Undertale,Other,123282,4912,"2,000,000 .. 5,000,000",744,180,539,209,999,999,0,1
175,Team Fortress Classic,Valve,4280,773,"2,000,000 .. 5,000,000",1741,0,21,0,499,499,0,33
176,Dishonored,Bethesda Softworks,50049,1441,"2,000,000 .. 5,000,000",745,253,490,315,999,999,0,43
177,Crossout,Other,25506,8605,"2,000,000 .. 5,000,000",5543,6422,210,6537,0,0,0,4
178,Call of Duty: Black Ops,Activision,18601,2245,"2,000,000 .. 5,000,000",1172,0,914,0,3999,3999,0,52
179,Spiral Knights,Other,17375,3343,"2,000,000 .. 5,000,000",1062,0,125,0,0,0,0,3
180,Stick Fight: The Game,Other,49400,4003,"2,000,000 .. 5,000,000",352,107,209,103,499,499,0,5
181,Batman: Arkham City - Game of the Year Edition,Other,31471,1474,"2,000,000 .. 5,000,000",1102,940,657,1869,1999,1999,0,6
182,DISTRAINT: Deluxe Edition,Other,8230,569,"2,000,000 .. 5,000,000",255,234,254,288,84,499,83,4
183,XCOM: Enemy Unknown,Other,41444,2368,"2,000,000 .. 5,000,000",2124,254,1311,254,2999,2999,0,1
184,Tabletop Simulator,Other,29071,1199,"2,000,000 .. 5,000,000",1261,441,485,446,1999,1999,0,1
185,Total War: WARHAMMER II,Other,64555,5029,"2,000,000 .. 5,000,000",11170,1145,5593,1285,5999,5999,0,9
186,Trine 2: Complete Story,Other,17937,801,"2,000,000 .. 5,000,000",378,51,168,51,499,1999,75,7
187,GunZ 2: The Second Duel,Other,6972,3506,"2,000,000 .. 5,000,000",125,0,156,0,0,0,0,1
188,The Witcher: Enhanced Edition Director's Cut,Other,42950,5558,"2,000,000 .. 5,000,000",990,54,254,77,999,999,0,2
189,Hollow Knight,Other,97360,3386,"2,000,000 .. 5,000,000",1248,215,383,180,1499,1499,0,1
190,Codename CURE,Other,12585,2472,"2,000,000 .. 5,000,000",91,2,36,2,0,0,0,1
191,BioShock 2,2K,9547,1086,"2,000,000 .. 5,000,000",409,0,160,0,0,0,0,58
192,Fallout: New Vegas,Bethesda Softworks,95852,3823,"2,000,000 .. 5,000,000",2911,178,989,248,999,999,0,43
193,Company of Heroes - Legacy Edition,SEGA,5173,358,"2,000,000 .. 5,000,000",579,0,149,0,1999,1999,0,86
194,POSTAL 2,Other,46671,2238,"2,000,000 .. 5,000,000",421,352,219,374,999,999,0,4
195,Borderlands: The Pre-Sequel,Other,25986,6440,"2,000,000 .. 5,000,000",1367,855,581,1222,3999,3999,0,1
196,Blacklight: Retribution,Other,12419,4158,"2,000,000 .. 5,000,000",628,0,219,0,0,0,0,1
197,Transformice,Other,14438,2431,"2,000,000 .. 5,000,000",806,2619,43,2619,0,0,0,2
198,Plants vs. Zombies GOTY Edition,Other,36840,1382,"2,000,000 .. 5,000,000",1560,65,441,64,499,499,0,12
199,The Lord of the Rings Online,Other,8860,2162,"2,000,000 .. 5,000,000",334,24,138,24,0,0,0,2
200,Darkest Dungeon,Other,68666,7879,"2,000,000 .. 5,000,000",2045,1469,757,1778,2499,2499,0,1
201,FTL: Faster Than Light,Other,52188,2064,"2,000,000 .. 5,000,000",1698,29,489,31,999,999,0,2
202,S.K.I.L.L. - Special Force 2 (Shooter),Other,7906,3564,"2,000,000 .. 5,000,000",460,1,60,1,0,0,0,5
203,Cuisine Royale,Other,20881,4714,"2,000,000 .. 5,000,000",318,75,50,118,0,0,0,4
204,WARMODE,Other,10254,6599,"2,000,000 .. 5,000,000",125,0,49,0,0,0,0,5
205,Mafia II (Classic),2K,41448,2219,"2,000,000 .. 5,000,000",1387,0,929,0,2999,2999,0,58
206,Call of Duty: Modern Warfare 3,Activision,23180,3741,"2,000,000 .. 5,000,000",0,0,0,0,3999,3999,0,52
207,EVE Online,Other,14227,4422,"2,000,000 .. 5,000,000",1245,216,158,314,0,0,0,4
208,Batman: Arkham Asylum Game of the Year Edition,Warner Bros. Interactive Entertainment,25887,1066,"2,000,000 .. 5,000,000",648,322,503,322,1999,1999,0,29
209,Gotham City Impostors Free to Play,Warner Bros. Interactive Entertainment,9628,1814,"2,000,000 .. 5,000,000",193,0,66,0,0,0,0,29
210,XCOM 2,Other,47998,8531,"2,000,000 .. 5,000,000",4432,698,1664,766,5999,5999,0,1
211,Total War: ROME II - Emperor Edition,SEGA,44479,13650,"2,000,000 .. 5,000,000",4624,76,1843,108,5999,5999,0,86
212,The I of the Dragon,Other,454,253,"2,000,000 .. 5,000,000",470,0,256,0,699,699,0,4
213,Quake Live,Bethesda Softworks,11205,1969,"2,000,000 .. 5,000,000",2252,103,76,103,999,999,0,43
214,Just Cause 3,Square Enix,58519,16355,"2,000,000 .. 5,000,000",1043,24,387,31,1999,1999,0,115
215,Halo: The Master Chief Collection,Xbox Game Studios,85591,8250,"2,000,000 .. 5,000,000",1502,307,818,144,3999,3999,0,37
216,Crusader Kings II,Paradox Interactive,51598,5821,"2,000,000 .. 5,000,000",3229,304,268,280,0,0,0,59
217,Goat Simulator,Other,48977,5825,"2,000,000 .. 5,000,000",308,49,150,52,999,999,0,9
218,Mirror's Edge,Electronic Arts,23386,3204,"2,000,000 .. 5,000,000",316,58,160,51,1999,1999,0,63
219,Shadow Warrior,Devolver Digital,20160,1545,"2,000,000 .. 5,000,000",381,92,218,92,999,3999,75,77
220,Magic Duels,Other,16924,7062,"2,000,000 .. 5,000,000",380,0,100,0,0,0,0,4
221,Metro 2033 Redux,Deep Silver,38736,7102,"2,000,000 .. 5,000,000",552,305,457,602,1999,1999,0,40
222,Space Engineers,Other,80672,11130,"2,000,000 .. 5,000,000",3231,1533,984,2413,1999,1999,0,4
223,Age of Empires III: Complete Collection,Xbox Game Studios,22940,2518,"2,000,000 .. 5,000,000",1001,73,358,73,3999,3999,0,37
224,Yu-Gi-Oh! Duel Links,Other,18330,3868,"2,000,000 .. 5,000,000",1391,216,197,428,0,0,0,18
225,Alien Swarm: Reactive Drop,Other,11181,681,"2,000,000 .. 5,000,000",258,104,95,104,0,0,0,1
226,Metro: Last Light Redux,Deep Silver,32025,5577,"2,000,000 .. 5,000,000",684,4,556,4,1999,1999,0,40
227,Hearts of Iron IV,Paradox Interactive,85169,8274,"2,000,000 .. 5,000,000",9875,850,3790,702,3999,3999,0,59
228,The Awesome Adventures of Captain Spirit,Square Enix,9899,785,"2,000,000 .. 5,000,000",103,99,74,99,0,0,0,115
229,Stellaris,Paradox Interactive,70459,12240,"2,000,000 .. 5,000,000",12076,872,1465,1185,3999,3999,0,59
230,The Binding of Isaac,Other,45767,2057,"2,000,000 .. 5,000,000",1237,827,304,827,499,499,0,3
231,The Binding of Isaac: Rebirth,Other,107292,2130,"2,000,000 .. 5,000,000",6503,330,2601,333,1499,1499,0,13
232,TrackMania Nations Forever,Ubisoft,10678,1578,"2,000,000 .. 5,000,000",349,37,80,55,0,0,0,123
233,RIFT,Other,7344,2472,"2,000,000 .. 5,000,000",1202,0,390,0,0,0,0,7
234,Totally Accurate Battle Simulator,Other,34675,860,"2,000,000 .. 5,000,000",587,175,484,341,1499,1499,0,5
235,Orcs Must Die! 2,Other,14782,812,"2,000,000 .. 5,000,000",967,0,462,0,1499,1499,0,5
236,Tree of Savior (English Ver.),Other,11323,6477,"2,000,000 .. 5,000,000",9262,9322,262,9322,0,0,0,2
237,DCS World Steam Edition,Other,9684,2205,"2,000,000 .. 5,000,000",988,3929,59,3929,0,0,0,1
238,Titan Quest Anniversary Edition,THQ Nordic,16228,1578,"2,000,000 .. 5,000,000",1231,66,303,66,1999,1999,0,109
239,Red Dead Redemption 2,Other,72158,21962,"2,000,000 .. 5,000,000",4226,757,2647,122,5999,5999,0,17
240,Bastion,Other,30552,1310,"2,000,000 .. 5,000,000",337,0,190,0,1499,1499,0,4
241,Argo,Bohemia Interactive,5128,5291,"2,000,000 .. 5,000,000",95,0,27,0,0,0,0,27
242,Blender,Other,13313,433,"2,000,000 .. 5,000,000",1063,153,34,254,0,0,0,1
243,Total War: EMPIRE – Definitive Edition,Other,19539,2097,"2,000,000 .. 5,000,000",3471,7,727,7,2499,2499,0,9
244,太吾绘卷 The Scroll Of Taiwu,Other,26028,3767,"2,000,000 .. 5,000,000",2570,5,1544,9,1999,1999,0,1
245,America's Army: Proving Grounds,Other,7298,2000,"2,000,000 .. 5,000,000",369,0,45,0,0,0,0,2
