,name,publisher,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,publisher_counts
20466,Omni Link,Other,39,2,"0 .. 20,000",0,0,0,0,1499,1499,0,4
20467,落华居,Other,6,4,"0 .. 20,000",0,0,0,0,299,299,0,1
20468,"Trapper Knight, Sharpshooter Princess",Sekai Project,20,2,"0 .. 20,000",0,0,0,0,1499,1499,0,112
20469,BLACK BIRD,Other,68,4,"0 .. 20,000",0,0,0,0,1999,1999,0,2
20470,THE FATE OF THE BULLY,Other,10,2,"0 .. 20,000",0,0,0,0,199,199,0,4
20471,uznali ? soglasnbI ?,Other,6,6,"0 .. 20,000",0,0,0,0,99,99,0,3
20472,XMagicMouse,Other,31,19,"0 .. 20,000",0,0,0,0,299,299,0,6
20473,The famous diver,Laush Studio,3,0,"0 .. 20,000",0,0,0,0,299,299,0,74
20474,Virulent Addiction,Other,2,1,"0 .. 20,000",0,0,0,0,0,0,0,1
20475,末日临晓/The Dawn,Other,9,0,"0 .. 20,000",0,0,0,0,499,499,0,16
20476,Serious Scramblers,Other,33,0,"0 .. 20,000",0,0,0,0,199,199,0,1
20477,Rage Against The Zombies,Other,7,6,"0 .. 20,000",0,0,0,0,499,499,0,1
20478,Kings Of Wings,Other,12,1,"0 .. 20,000",0,0,0,0,399,399,0,1
20479,黎明生机:启示录-Survival:Revelation,Other,0,1,"0 .. 20,000",0,0,0,0,199,199,0,1
20480,Songs of Araiah: Re-Mastered Edition,Sometimes You,1,3,"0 .. 20,000",1312,0,2371,0,0,0,0,48
20481,Color Soul: Memories,Other,1,0,"0 .. 20,000",0,0,0,0,299,299,0,1
20482,Deep Noise,Other,3,2,"0 .. 20,000",0,0,0,0,0,0,0,1
20483,Spooky Night 2,Other,0,1,"0 .. 20,000",0,0,0,0,899,899,0,1
20484,Sea Explorer,Other,5,0,"0 .. 20,000",0,0,0,0,299,299,0,4
20485,Grudge TV,Other,7,1,"0 .. 20,000",0,0,0,0,0,0,0,4
20486,Dodge If you Can!,Other,4,0,"0 .. 20,000",0,0,0,0,99,99,0,2
20487,Russian Gangsta In HELL,Ghost_RUS Games,12,14,"0 .. 20,000",0,0,0,0,49,99,51,50
20488,ArcBall 3: Infinity,Other,2,8,"0 .. 20,000",0,0,0,0,99,99,0,1
20489,Masquerade: The Baubles of Doom,Other,12,26,"0 .. 20,000",329,0,329,0,1499,1499,0,10
20490,SOULS,Other,99,6,"0 .. 20,000",0,0,0,0,199,799,75,1
20491,Fast Food Never More,Other,0,2,"0 .. 20,000",0,0,0,0,499,499,0,1
20492,Lost Brothers,Other,23,27,"0 .. 20,000",0,0,0,0,899,899,0,1
20493,Pets Sniper Shooting,Other,15,3,"0 .. 20,000",0,0,0,0,99,99,0,11
20494,Palace of sky,Other,8,2,"0 .. 20,000",0,0,0,0,299,299,0,1
20495,Bad Girl,Other,0,2,"0 .. 20,000",0,0,0,0,50,299,83,11
20496,Theyest Thou,Other,48,1,"0 .. 20,000",0,0,0,0,599,599,0,2
20497,Fishy2,Other,11,4,"0 .. 20,000",0,0,0,0,999,999,0,1
20498,Phantom Jump,Other,33,2,"0 .. 20,000",0,0,0,0,0,0,0,1
20499,Aya's Journey,Other,8,9,"0 .. 20,000",0,0,0,0,50,299,83,17
20500,Chickduck & Catduck,Other,9,3,"0 .. 20,000",0,0,0,0,99,99,0,2
20501,Shadow Mist,Other,18,8,"0 .. 20,000",0,0,0,0,499,499,0,1
20502,NightmareBullet,Other,3,4,"0 .. 20,000",0,0,0,0,99,99,0,6
20503,GrabBag,Other,5,2,"0 .. 20,000",0,0,0,0,199,199,0,3
20504,Solar Fighters,Other,1,1,"0 .. 20,000",0,0,0,0,499,499,0,1
20505,Miniballist,Other,11,4,"0 .. 20,000",0,0,0,0,99,99,0,4
20506,Bomb Fight,Other,1,0,"0 .. 20,000",0,0,0,0,599,599,0,1
20507,DESPOILER,Other,10,6,"0 .. 20,000",0,0,0,0,999,999,0,1
20508,The Last Bee,Other,5,1,"0 .. 20,000",0,0,0,0,0,0,0,1
20509,Ayakashigami,Other,22,1,"0 .. 20,000",0,0,0,0,699,699,0,3
20510,Two Wars - Part 1,Other,4,1,"0 .. 20,000",0,0,0,0,0,0,0,3
20511,Squarism,Other,35,1,"0 .. 20,000",0,0,0,0,299,299,0,3
20512,Double Stretch,Metal Fox,3,12,"0 .. 20,000",0,0,0,0,99,99,0,23
20513,Zeph,Other,7,0,"0 .. 20,000",0,0,0,0,399,399,0,1
20514,1943 Deadly Desert,HandyGames,19,13,"0 .. 20,000",301,0,301,0,199,999,80,30
20515,Labirinto,Other,48,3,"0 .. 20,000",0,0,0,0,49,99,51,2
20516,RageBall,Other,4,15,"0 .. 20,000",0,0,0,0,999,999,0,1
20517,Bad Thoughts,Other,6,4,"0 .. 20,000",0,0,0,0,0,0,0,1
20518,TAL: Arctic 3,Snkl Studio,17,5,"0 .. 20,000",0,0,0,0,99,99,0,26
20519,ValiVictorian,Other,0,2,"0 .. 20,000",0,0,0,0,499,499,0,1
20520,Spy Fox In: Hold the Mustard,"Humongous Entertainment, Nightdive Studios",11,11,"0 .. 20,000",0,0,0,0,499,499,0,35
20521,Air Hockey,Other,23,11,"0 .. 20,000",0,0,0,0,299,299,0,1
20522,S.P.I.K.E: ARENA,Other,15,6,"0 .. 20,000",0,0,0,0,199,199,0,2
20523,ItzaZoo,Other,11,0,"0 .. 20,000",0,0,0,0,999,999,0,2
20524,Swarm Queen,Other,35,4,"0 .. 20,000",97,0,97,0,749,749,0,1
20525,Mind Zero,Other,37,36,"0 .. 20,000",0,0,0,0,1999,1999,0,11
20526,Optica,Other,2,1,"0 .. 20,000",0,0,0,0,999,999,0,3
20527,Anime show 动漫时装秀,Other,11,11,"0 .. 20,000",0,0,0,0,899,1799,50,1
20528,Chesster,Other,15,5,"0 .. 20,000",0,0,0,0,399,399,0,3
20529,High Strangeness,Other,18,4,"0 .. 20,000",0,0,0,0,499,499,0,1
20530,The Balcony,Other,20,8,"0 .. 20,000",0,0,0,0,399,399,0,1
20531,My so-called future girlfriend (미래의 여친님이 나에게 인사를 건네왔다),Other,111,7,"0 .. 20,000",0,0,0,0,499,499,0,2
20532,Solmec: Colony Adrift,Other,0,2,"0 .. 20,000",0,0,0,0,99,99,0,3
20533,Crimson Tide: Operation Online,Other,4,10,"0 .. 20,000",0,0,0,0,499,499,0,1
20534,Fall Fear Fly Redemption,Other,2,1,"0 .. 20,000",0,0,0,0,99,99,0,2
20535,C-Wars,Other,45,49,"0 .. 20,000",0,0,0,0,1299,1299,0,1
20536,Mr Husky,SakuraGame,60,6,"0 .. 20,000",0,0,0,0,199,199,0,34
20537,Monsters Ate My Birthday Cake,Other,69,1,"0 .. 20,000",0,0,0,0,799,799,0,5
20538,Cross Country Skiing VR,Other,11,4,"0 .. 20,000",0,0,0,0,0,0,0,1
20539,Longboard Stunts and Tricks,Other,5,10,"0 .. 20,000",0,0,0,0,399,399,0,16
20540,Flower Shop: Winter In Fairbrook,Winter Wolves,62,29,"0 .. 20,000",61,0,67,0,1499,1499,0,26
20541,Avaris 2: The Return of the Empress,Other,25,20,"0 .. 20,000",232,0,232,0,799,799,0,18
20542,Across the Grooves,Other,27,2,"0 .. 20,000",0,0,0,0,1299,1299,0,3
20543,One Last Day,Other,67,39,"0 .. 20,000",0,0,0,0,1299,1299,0,1
20544,Yumeutsutsu Re:After,Degica,30,1,"0 .. 20,000",0,0,0,0,4999,4999,0,97
20545,No one lives under the lighthouse,Other,225,12,"0 .. 20,000",0,0,0,0,499,499,0,1
20546,Boom Boom Bovine,Other,1,0,"0 .. 20,000",0,0,0,0,99,99,0,2
20547,Korvux - Chapter 1,Other,11,1,"0 .. 20,000",0,0,0,0,199,199,0,1
20548,Infinite World: Randomize everything,Other,19,27,"0 .. 20,000",182,0,182,0,99,99,0,1
20549,YANKAI'S TRIANGLE,Other,49,10,"0 .. 20,000",0,0,0,0,599,599,0,4
20550,Orc Slayer,Other,8,8,"0 .. 20,000",0,0,0,0,499,499,0,2
20551,The Other Half,Other,57,10,"0 .. 20,000",0,0,0,0,799,799,0,1
20552,Starr Mazer: DSP,Digital Tribe,197,40,"0 .. 20,000",0,0,0,0,999,999,0,28
20553,Revolution : Virtual Playspace,Other,20,16,"0 .. 20,000",0,0,0,0,1999,1999,0,4
20554,Here & Elsewhere,Other,5,2,"0 .. 20,000",0,0,0,0,0,0,0,2
20555,Quantum Flux,Dharker Studios Ltd,1,7,"0 .. 20,000",0,0,0,0,299,299,0,21
20556,Eternum EX,Other,33,1,"0 .. 20,000",0,0,0,0,999,999,0,5
20557,Talisman: Origins,Other,75,15,"0 .. 20,000",0,0,0,0,699,699,0,11
20558,MEG 9: Lost Echoes,Other,4,14,"0 .. 20,000",0,0,0,0,1199,1199,0,1
20559,Future Futures - Command Z,Other,3,1,"0 .. 20,000",0,0,0,0,0,0,0,2
20560,Blackfaun,Other,19,11,"0 .. 20,000",0,0,0,0,499,499,0,1
20561,No King No Kingdom,Other,55,6,"0 .. 20,000",0,0,0,0,1499,1499,0,2
20562,Your Royal Gayness,Other,67,23,"0 .. 20,000",0,0,0,0,1499,1499,0,2
20563,ClickBit,Other,19,21,"0 .. 20,000",0,0,0,0,199,199,0,1
20564,Princess Maker Go!Go! Princess,Other,33,29,"0 .. 20,000",0,0,0,0,999,999,0,16
20565,Cotrio,Other,5,0,"0 .. 20,000",0,0,0,0,199,199,0,1
20566,Solar Wind,Other,6,0,"0 .. 20,000",0,0,0,0,299,299,0,7
20567,TribeXR DJ School,Other,61,3,"0 .. 20,000",0,0,0,0,2999,2999,0,1
20568,Emoji TD,Other,5,0,"0 .. 20,000",0,0,0,0,99,99,0,3
20569,Rumia in the darkness,Other,21,5,"0 .. 20,000",0,0,0,0,99,99,0,2
20570,Castle Heist: Chapter 1,Other,10,3,"0 .. 20,000",0,0,0,0,299,299,0,1
20571,London Detective Mysteria,"XSEED Games, Marvelous USA, Inc.",50,5,"0 .. 20,000",622,0,622,0,2999,2999,0,23
20572,JigsawMania,Other,4,7,"0 .. 20,000",0,0,0,0,499,499,0,3
20573,Throw Anything,Other,17,2,"0 .. 20,000",0,0,0,0,1699,1699,0,2
20574,TAISHO x ALICE episode 1,Other,182,7,"0 .. 20,000",0,0,0,0,2499,2499,0,1
20575,PULSOR,Other,13,4,"0 .. 20,000",0,0,0,0,99,99,0,1
20576,The Fifth Expedition,Other,11,5,"0 .. 20,000",0,0,0,0,999,999,0,1
20577,奇幻与砍杀2 Fantasy & Blade Ⅱ,Other,75,15,"0 .. 20,000",0,0,0,0,799,799,0,2
20578,40 Winks,Other,8,7,"0 .. 20,000",0,0,0,0,1299,1299,0,17
20579,Ricerca VR,Other,20,5,"0 .. 20,000",0,0,0,0,99,99,0,1
20580,Maze Walker,Other,6,4,"0 .. 20,000",0,0,0,0,199,199,0,6
20581,Road Rage,Other,9,21,"0 .. 20,000",0,0,0,0,1999,1999,0,8
20582,Rogue Islands,Alawar Entertainment,52,17,"0 .. 20,000",0,0,0,0,499,499,0,77
20583,ZorroMoro,Other,1,6,"0 .. 20,000",0,0,0,0,49,99,51,2
20584,Mortar and Pestle,Other,1,0,"0 .. 20,000",0,0,0,0,499,499,0,1
20585,VR Fractals,Other,3,3,"0 .. 20,000",0,0,0,0,399,399,0,3
20586,Drum Simulator,Other,0,13,"0 .. 20,000",0,0,0,0,999,999,0,15
20587,Bepuzzled Space Jigsaw Puzzle,Other,0,1,"0 .. 20,000",0,0,0,0,199,199,0,5
20588,Deserted: The Story of Peter,Other,21,2,"0 .. 20,000",0,0,0,0,499,499,0,2
20589,The Governor,Other,6,1,"0 .. 20,000",0,0,0,0,799,799,0,1
20590,Lawnmower Game 4: The Final Cut,Tero Lunkka,23,5,"0 .. 20,000",0,0,0,0,199,199,0,52
20591,VRNinja,Other,9,8,"0 .. 20,000",210,0,210,0,999,999,0,1
20592,Doritos VR Battle,Other,11,5,"0 .. 20,000",0,0,0,0,299,299,0,2
20593,Wasps!,Other,6,3,"0 .. 20,000",0,0,0,0,499,499,0,2
20594,SOS Survival,Other,19,11,"0 .. 20,000",0,0,0,0,1299,1299,0,2
20595,Animal war,Other,2,6,"0 .. 20,000",0,0,0,0,99,99,0,1
20596,Trains VR,Other,17,5,"0 .. 20,000",0,0,0,0,1499,1499,0,3
20597,Hop Step Sing! Kisekiteki Shining! (HQ Edition),Degica,40,5,"0 .. 20,000",0,0,0,0,499,499,0,97
20598,Ghost Blade HD,Other,36,5,"0 .. 20,000",0,0,0,0,999,999,0,1
20599,Game of Drones,Other,1,0,"0 .. 20,000",0,0,0,0,397,397,0,1
20600,I Wanna Brother,Other,3,12,"0 .. 20,000",0,0,0,0,0,0,0,1
20601,Super Toaster X: Learn Japanese RPG,Other,1,4,"0 .. 20,000",0,0,0,0,999,999,0,1
20602,Panzer Panic VR,HandyGames,9,6,"0 .. 20,000",0,0,0,0,999,999,0,30
20603,"Viktor, a Steampunk Adventure",Other,49,2,"0 .. 20,000",234,0,234,0,999,999,0,2
20604,Squishies,Other,2,0,"0 .. 20,000",0,0,0,0,1999,1999,0,2
20605,ARK BOX Unlimited,Other,16,4,"0 .. 20,000",220,0,220,0,499,499,0,5
20606,Wonder Wickets,Other,36,1,"0 .. 20,000",0,0,0,0,999,999,0,1
20607,Urban riots,Other,2,2,"0 .. 20,000",0,0,0,0,99,99,0,1
20608,Getaway Island,Other,26,11,"0 .. 20,000",0,0,0,0,399,399,0,1
20609,P1R4T3S,Other,4,2,"0 .. 20,000",0,0,0,0,999,999,0,2
20610,Protect the campus,Other,1,3,"0 .. 20,000",0,0,0,0,99,99,0,1
20611,Kart kids,Sokpop Collective,4,2,"0 .. 20,000",0,0,0,0,299,299,0,64
20612,Strive,Other,2,2,"0 .. 20,000",0,0,0,0,0,0,0,1
20613,R.A.T.S. (Regulatory Astro-Topographical Stabilizer),Other,10,3,"0 .. 20,000",0,0,0,0,0,0,0,2
20614,VITAL,Other,2,1,"0 .. 20,000",0,0,0,0,499,499,0,2
20615,Rambunny,Other,4,1,"0 .. 20,000",0,0,0,0,99,99,0,1
20616,The Cows Are Watching,Other,20,6,"0 .. 20,000",0,0,0,0,399,399,0,9
20617,MAD Maze,Other,3,0,"0 .. 20,000",0,0,0,0,199,199,0,1
20618,Dimensionality 3.5,Other,2,0,"0 .. 20,000",0,0,0,0,99,99,0,1
20619,The story of Gods 七神物语,Other,6,4,"0 .. 20,000",0,0,0,0,99,99,0,1
20620,Hegis' Grasp: Evil Resurrected,Other,17,15,"0 .. 20,000",0,0,0,0,0,0,0,1
20621,Is the President a Traitor?,Other,9,1,"0 .. 20,000",0,0,0,0,1299,1299,0,1
20622,Guardian of Immortal Mountain(仙山守卫者),Other,5,1,"0 .. 20,000",0,0,0,0,0,0,0,1
20623,Explosion Magic Firebolt VR,Other,1,2,"0 .. 20,000",0,0,0,0,499,499,0,2
20624,Magic of Autumn,Other,11,0,"0 .. 20,000",0,0,0,0,299,299,0,2
20625,HAM-MASTER,Other,1,0,"0 .. 20,000",0,0,0,0,79,99,20,1
20626,Fury Fighter VR,Other,0,7,"0 .. 20,000",0,0,0,0,999,999,0,3
20627,Foxfolk,Other,23,3,"0 .. 20,000",0,0,0,0,299,299,0,1
20628,Inescapable VR: Underground,Other,26,2,"0 .. 20,000",0,0,0,0,499,499,0,2
20629,Forgotten Realm RPG,Other,3,2,"0 .. 20,000",0,0,0,0,199,199,0,1
20630,Enigma Sphere :Enhanced Edition,Other,2,4,"0 .. 20,000",0,0,0,0,1799,1799,0,1
20631,New Ice York,Other,7,3,"0 .. 20,000",0,0,0,0,999,999,0,2
20632,Eselmir and the five magical gifts,Other,24,7,"0 .. 20,000",0,0,0,0,999,999,0,2
20633,CanYouSurvive?,Other,1,0,"0 .. 20,000",0,0,0,0,99,99,0,1
20634,Witchkin,Other,41,4,"0 .. 20,000",0,0,0,0,499,499,0,1
20635,The Big SokoBang,Other,1,0,"0 .. 20,000",0,0,0,0,399,399,0,1
20636,Defending Frontiers,Other,0,1,"0 .. 20,000",0,0,0,0,51,399,87,11
20637,Somewhere: Sect of Relic,Other,14,10,"0 .. 20,000",0,0,0,0,99,99,0,1
20638,Alchemist Defender VR,Other,10,4,"0 .. 20,000",0,0,0,0,999,999,0,1
20639,The Sperminator: Rescuing Tzar Vlad,Tero Lunkka,27,3,"0 .. 20,000",0,0,0,0,49,199,75,52
20640,Golf Ace,Other,25,20,"0 .. 20,000",0,0,0,0,99,199,50,3
20641,The Quarter Game,Other,48,3,"0 .. 20,000",0,0,0,0,99,99,0,2
20642,Strike Team Hydra,Other,21,11,"0 .. 20,000",0,0,0,0,699,699,0,4
20643,Cargo Breach,Other,18,5,"0 .. 20,000",0,0,0,0,99,99,0,1
20644,Summer Pockets,Other,555,9,"0 .. 20,000",0,0,0,0,4499,4499,0,5
20645,Gumstein: The Awakening,Other,4,2,"0 .. 20,000",0,0,0,0,499,499,0,1
20646,MidBoss,Other,191,31,"0 .. 20,000",136,0,136,0,1499,1499,0,2
20647,Wandering Star,Other,2,1,"0 .. 20,000",0,0,0,0,99,99,0,1
20648,Samurai of Hyuga,Hosted Games,33,6,"0 .. 20,000",0,0,0,0,399,399,0,61
20649,Coffee Trainer VR,Other,5,3,"0 .. 20,000",0,0,0,0,0,0,0,1
20650,东方幻灵录,Other,353,32,"0 .. 20,000",0,0,0,0,999,999,0,4
20651,ROMBIE,Other,22,4,"0 .. 20,000",25,0,25,0,899,899,0,10
20652,Fangs of Fear,Other,26,4,"0 .. 20,000",0,0,0,0,99,99,0,1
20653,Potentia,Other,9,1,"0 .. 20,000",0,0,0,0,99,99,0,1
20654,HecatoncheirStory,Metal Fox,3,12,"0 .. 20,000",0,0,0,0,99,99,0,23
20655,Micro Mages,Other,187,6,"0 .. 20,000",0,0,0,0,999,999,0,1
20656,Mosquitoes and zombies,Laush Studio,1,1,"0 .. 20,000",0,0,0,0,199,199,0,74
20657,Adventure Craft,Other,94,14,"0 .. 20,000",0,0,0,0,0,0,0,1
20658,Flux8,Other,11,2,"0 .. 20,000",0,0,0,0,699,699,0,3
20659,SQUAREHEAD,Other,8,3,"0 .. 20,000",0,0,0,0,499,499,0,1
20660,Blazing Core,Other,28,14,"0 .. 20,000",0,0,0,0,0,0,0,2
20661,Genetic Disaster,Other,60,35,"0 .. 20,000",0,0,0,0,1499,1499,0,1
20662,Type Fighter,Other,2,2,"0 .. 20,000",0,0,0,0,99,99,0,1
20663,WWTF,Other,1,1,"0 .. 20,000",0,0,0,0,199,199,0,1
20664,Flain - Tao force & Cubes,Other,3,0,"0 .. 20,000",0,0,0,0,0,0,0,1
20665,Houdini Indie,Other,63,1,"0 .. 20,000",0,0,0,0,0,0,0,1
20666,Your Diary +,Other,99,8,"0 .. 20,000",0,0,0,0,2499,2499,0,1
20667,Too Hot!,Other,2,2,"0 .. 20,000",0,0,0,0,399,399,0,1
20668,天风之光 ~ Touhou Fan of Destiny,Other,2,32,"0 .. 20,000",0,0,0,0,1299,1299,0,13
20669,Lit the Torch,Other,15,0,"0 .. 20,000",0,0,0,0,99,99,0,1
20670,Gift of Parthax,1C Entertainment,17,14,"0 .. 20,000",0,0,0,0,699,699,0,97
20671,Heart's Medicine - Doctor's Oath,GameHouse,26,14,"0 .. 20,000",0,0,0,0,1299,1299,0,32
20672,Conjuror's Eye,Other,26,0,"0 .. 20,000",0,0,0,0,99,99,0,1
20673,Solmec: Hollow Planet,Other,2,0,"0 .. 20,000",0,0,0,0,99,99,0,3
20674,Starters Orders Classic Horse Racing,Other,4,2,"0 .. 20,000",0,0,0,0,2999,2999,0,6
20675,The Blood Eclipse,Other,0,4,"0 .. 20,000",0,0,0,0,399,399,0,5
20676,WayDown,Other,4,0,"0 .. 20,000",0,0,0,0,299,299,0,2
20677,Jacob Jones and the Bigfoot Mystery : Episode 1,Other,29,0,"0 .. 20,000",0,0,0,0,499,499,0,2
20678,Nebula Nuker,Other,4,0,"0 .. 20,000",0,0,0,0,99,99,0,1
20679,Galactic Command Echo Squad SE,Other,1,4,"0 .. 20,000",0,0,0,0,999,999,0,5
20680,FreakOut: Extreme Freeride,THQ Nordic,41,10,"0 .. 20,000",0,0,0,0,999,999,0,109
20681,X-Team,Other,3,4,"0 .. 20,000",0,0,0,0,499,499,0,1
20682,Tinertia,Other,98,5,"0 .. 20,000",190,0,190,0,1199,1199,0,1
20683,Lucky Rabbit Reflex!,Other,24,3,"0 .. 20,000",0,0,0,0,1499,1499,0,1
20684,Der Milchbauer,Other,2,6,"0 .. 20,000",0,0,0,0,299,299,0,1
20685,Make Sail,Other,45,19,"0 .. 20,000",0,0,0,0,1999,1999,0,1
20686,Aquadelic GT,Other,31,7,"0 .. 20,000",0,0,0,0,499,499,0,1
20687,Zombie Commander,Other,8,4,"0 .. 20,000",0,0,0,0,599,599,0,1
20688,TimeTekker,Other,28,3,"0 .. 20,000",0,0,0,0,99,99,0,2
20689,Strategic Command: World War I,Slitherine Ltd.,110,9,"0 .. 20,000",0,0,0,0,3999,3999,0,85
20690,Roaming Fortress,Other,6,6,"0 .. 20,000",0,0,0,0,1099,1099,0,1
20691,DungeonGOGO,Other,0,1,"0 .. 20,000",0,0,0,0,699,699,0,2
20692,The Entity,Other,16,15,"0 .. 20,000",0,0,0,0,399,399,0,2
20693,Rocka Feller,Other,1,0,"0 .. 20,000",0,0,0,0,199,199,0,2
20694,Donald VS Martians,Other,17,8,"0 .. 20,000",0,0,0,0,54,99,45,2
20695,eMedia Piano and Keyboard Method,Other,16,0,"0 .. 20,000",0,0,0,0,4999,4999,0,3
20696,Samphi,Other,14,12,"0 .. 20,000",0,0,0,0,499,499,0,1
20697,Battle Master,Other,1,0,"0 .. 20,000",0,0,0,0,699,699,0,9
20698,Cotropitorii,Other,7,0,"0 .. 20,000",0,0,0,0,299,299,0,1
20699,Forward Line,Other,11,0,"0 .. 20,000",0,0,0,0,699,699,0,1
20700,Mirrors,Other,4,1,"0 .. 20,000",0,0,0,0,99,99,0,1
20701,The Dark Inside Me,Other,79,34,"0 .. 20,000",0,0,0,0,399,799,50,1
20702,Zero spring episode 3,Other,1,0,"0 .. 20,000",0,0,0,0,198,198,0,14
20703,Road Works,Other,4,10,"0 .. 20,000",0,0,0,0,799,799,0,1
20704,MXGP2 - The Official Motocross Videogame Compact,Milestone S.r.l.,32,23,"0 .. 20,000",4,0,4,0,999,999,0,26
20705,MineSweeper VR,Other,29,8,"0 .. 20,000",0,0,0,0,399,399,0,8
20706,Snake Treasure Chest,Other,3,1,"0 .. 20,000",0,0,0,0,99,99,0,1
20707,Hello Kitty and Sanrio Friends Racing,Other,31,30,"0 .. 20,000",0,0,0,0,1999,1999,0,1
20708,Galactic Lander,Other,80,9,"0 .. 20,000",0,0,0,0,0,0,0,3
20709,Princess of Tavern Collector's Edition,Other,29,11,"0 .. 20,000",0,0,0,0,999,999,0,19
20710,Strangers of the Power 3,Other,5,1,"0 .. 20,000",0,0,0,0,699,699,0,7
20711,Crashphalt,Other,11,2,"0 .. 20,000",0,0,0,0,0,0,0,1
20712,Hop Step Sing! Nozokanaide Naked Heart (HQ Edition),Degica,42,5,"0 .. 20,000",0,0,0,0,699,699,0,97
20713,Bit Shifter,Other,25,1,"0 .. 20,000",0,0,0,0,1499,1499,0,1
20714,BULLET SOUL INFINITE BURST / バレットソウル - インフィニットバースト -,Other,30,7,"0 .. 20,000",0,0,0,0,1499,1499,0,1
20715,Zxill: A Legend of Time,Other,1,5,"0 .. 20,000",0,0,0,0,699,699,0,2
20716,Bug Aviators in Theme Park,Other,17,7,"0 .. 20,000",0,0,0,0,0,0,0,1
20717,The 'I Love Money' Show,Other,16,3,"0 .. 20,000",0,0,0,0,99,99,0,4
20718,Bleeding Blocks,Other,11,3,"0 .. 20,000",0,0,0,0,199,199,0,1
20719,Bike of the Wild,Other,9,13,"0 .. 20,000",0,0,0,0,499,499,0,2
20720,Tank of War-VR,Other,6,5,"0 .. 20,000",0,0,0,0,0,0,0,2
20721,Original Journey,Other,109,35,"0 .. 20,000",0,0,0,0,119,1199,90,9
20722,"Fly, Glowfly!",Other,10,2,"0 .. 20,000",126,0,126,0,499,499,0,1
20723,Ghost Grab 3000,Other,26,0,"0 .. 20,000",0,0,0,0,499,499,0,4
20724,Cosmic Cash,Other,2,3,"0 .. 20,000",0,0,0,0,199,199,0,1
20725,Achievement Lurker: Easiest Cosmetic Numbers,Other,26,7,"0 .. 20,000",0,0,0,0,199,199,0,8
20726,Walk The Light,Other,3,0,"0 .. 20,000",0,0,0,0,499,499,0,1
20727,Inside The Code,Other,0,1,"0 .. 20,000",0,0,0,0,399,399,0,3
20728,Flaky Bakery,Other,8,0,"0 .. 20,000",0,0,0,0,499,499,0,1
20729,Alien Blitz,Other,16,4,"0 .. 20,000",0,0,0,0,699,699,0,1
20730,The Lost Heir 2: Forging a Kingdom,Hosted Games,24,7,"0 .. 20,000",0,0,0,0,299,299,0,61
20731,NOBUNAGA’S AMBITION: Soutenroku with Power Up Kit / 信長の野望・蒼天録 with パワーアップキット,"KOEI TECMO GAMES CO., LTD.",25,14,"0 .. 20,000",0,0,0,0,2999,2999,0,79
20732,Cryptofall: Investor simulator,Other,6,0,"0 .. 20,000",0,0,0,0,499,499,0,2
20733,Monsterplants vs Bowling - Arcade Edition,Other,2,0,"0 .. 20,000",0,0,0,0,499,499,0,1
20734,XCavalypse,Other,30,17,"0 .. 20,000",272,0,272,0,599,599,0,1
20735,TERRORHYTHM (TRRT) - Rhythm driven action beat 'em up!,Other,60,21,"0 .. 20,000",0,0,0,0,1999,1999,0,3
20736,New Yankee in King Arthur's Court 5,Alawar Entertainment,1,0,"0 .. 20,000",0,0,0,0,699,699,0,77
20737,Crystal Chip Collector,Other,3,8,"0 .. 20,000",0,0,0,0,499,499,0,6
20738,Hello Emoji: Drawing to Solve Puzzles,Other,1,0,"0 .. 20,000",0,0,0,0,99,99,0,2
20739,MIND TWINS - The Twisted Co-op Platformer,DRUNKEN APES,5,13,"0 .. 20,000",0,0,0,0,299,299,0,30
20740,Dead Ground,Other,57,33,"0 .. 20,000",0,0,0,0,499,499,0,3
20741,Super Cat Herding: Totally Awesome Edition,Other,22,4,"0 .. 20,000",219,0,219,0,999,999,0,2
20742,R.A.F.A.,Other,2,1,"0 .. 20,000",0,0,0,0,99,99,0,1
20743,Dream Flash,Other,16,0,"0 .. 20,000",0,0,0,0,699,699,0,1
20744,Love Breakout,Other,121,15,"0 .. 20,000",0,0,0,0,99,99,0,2
20745,Leveron Space,Other,3,10,"0 .. 20,000",0,0,0,0,99,99,0,1
20746,3D Sprite Renderer,Other,2,3,"0 .. 20,000",0,0,0,0,2999,2999,0,3
20747,OESE,Other,43,9,"0 .. 20,000",0,0,0,0,0,0,0,4
20748,Zenkat,Other,0,1,"0 .. 20,000",0,0,0,0,199,199,0,1
20749,9Grids VR,Other,3,3,"0 .. 20,000",0,0,0,0,199,199,0,3
20750,DRONES AND RUINS,Other,2,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1
20751,The Dark Room,Other,102,8,"0 .. 20,000",0,0,0,0,1399,1399,0,3
20752,Drunkn Bar Fight on Halloween,Other,23,4,"0 .. 20,000",0,0,0,0,299,299,0,2
20753,PanoPainter,Other,15,7,"0 .. 20,000",0,0,0,0,1999,1999,0,1
20754,Magic Tower 3D,Other,4,12,"0 .. 20,000",0,0,0,0,299,299,0,1
20755,Gamedev Beatdown,Other,9,0,"0 .. 20,000",0,0,0,0,1299,1299,0,1
20756,Containment Initiative: PC Standalone,Other,5,4,"0 .. 20,000",0,0,0,0,99,99,0,2
20757,Magical Diary: Wolf Hall,Other,98,1,"0 .. 20,000",0,0,0,0,2499,2499,0,10
